patient,drug,n_genes_scored,mean_abs_delta,r,r_responder,n_responders,n_plates_even
ACH-000164,Ralimetinib dimesylate,26641,0.5179,0.0723,0.1129,6057,False
ACH-000164,Raltitrexed,31272,0.4923,0.1319,0.6423,2854,True
ACH-000164,Ranolazine,30088,0.4805,0.1064,0.4753,2358,False
ACH-000164,Rapamycin,30929,0.524,0.1793,0.7388,3557,True
ACH-000164,Regorafenib,31300,0.4473,0.0781,0.1753,6633,True
ACH-000164,Relugolix,31323,0.4574,0.0983,0.7587,2710,True
ACH-000164,Resveratrol,30370,0.4946,0.1846,0.6309,2969,True
ACH-000164,Retinoic acid,31354,0.4784,0.1218,0.6609,4228,True
ACH-000164,Rifaximin,27542,0.4774,0.077,0.8144,700,False
ACH-000164,Riluzole hydrochloride,31220,0.5213,0.178,0.7674,4730,True
ACH-000164,Rimonabant,31254,0.4906,0.1509,0.7984,2998,True
ACH-000164,Ritonavir,30748,0.4964,0.1483,0.6438,2807,True
ACH-000164,Ropivacaine (hydrochloride monohydrate),30574,0.5009,0.1753,0.7343,3071,True
ACH-000164,Rosiglitazone,28015,0.5025,0.0713,0.6454,1697,False
ACH-000164,Roxadustat,27041,0.507,0.1075,0.5803,1631,False
ACH-000164,Rucaparib (phosphate),28133,0.4738,0.0583,0.7655,1213,False
ACH-000164,Rutin (trihydrate),28745,0.5188,0.0827,0.6724,3446,False
ACH-000164,S-Adenosyl-L-methionine (disulfate tosylate),30949,0.5052,0.1783,0.838,3293,True
ACH-000164,SBI-0640756,29110,1.7193,0.2863,0.1441,9571,False
ACH-000164,Sacubitril/Valsartan,28111,0.5176,0.1125,0.6939,2011,False
ACH-000164,Salicylic acid,31301,0.5334,0.1625,0.7258,3356,True
ACH-000164,Sapanisertib,30051,0.5223,-0.0287,-0.1885,6892,False
ACH-000164,Saquinavir,29980,0.5448,0.2831,0.5799,2211,True
ACH-000164,Selinexor ,31133,0.6031,0.2286,0.6699,5598,True
ACH-000164,Sildenafil,28084,0.4908,0.0809,0.7598,1026,False
ACH-000164,Silodosin,27240,0.4888,0.0774,0.7709,978,False
ACH-000164,Simotinib,26823,0.4795,0.074,0.4561,969,False
ACH-000164,Sinomenine,30834,0.4791,0.1437,0.6314,2449,True
ACH-000164,Sivelestat (sodium tetrahydrate),28401,0.4945,0.0813,0.6755,1768,False
ACH-000164,Sodium Salicylate,31342,0.5197,0.1731,0.7669,4101,True
ACH-000164,Sonidegib,29713,1.0289,0.2536,0.5482,7380,True
ACH-000164,Sulfatinib,27470,0.4855,0.0668,0.6708,1297,False
ACH-000164,Sulfisoxazole,31971,0.4938,0.1928,0.5531,4534,False
ACH-000164,Sunitinib,29980,0.5491,0.1975,0.5472,4084,False
ACH-000164,TAK-733,29476,0.5775,0.1699,0.5451,3644,False
ACH-000164,TAK-901,29625,0.7117,0.2035,0.3038,5883,False
ACH-000164,Tadalafil,27095,0.5049,0.0816,0.796,1035,False
ACH-000164,Talc,29971,0.5064,0.1286,0.3789,3292,False
ACH-000164,Tazarotene,31060,0.5736,0.2163,0.654,4622,False
ACH-000164,Temsirolimus,30845,0.5306,0.1643,0.6847,4206,True
ACH-000164,Temuterkib,29765,0.5606,0.1158,0.2376,5662,False
ACH-000164,Terfenadine,31643,0.4711,0.1784,0.3603,4105,False
ACH-000164,Tetracycline (hydrochloride),27765,0.4697,0.0452,0.6293,1141,False
ACH-000164,Thymol,30261,0.5067,0.2011,0.5217,2896,True
ACH-000164,Thymopentin,27681,0.5042,0.0668,0.6169,1356,False
ACH-000164,Tirabrutinib,28829,0.5078,0.0823,0.6506,3513,False
ACH-000164,Tirabrutinib (hydrochloride),31383,0.5432,0.1651,0.6115,5724,False
ACH-000164,Tofacitinib,30718,0.5083,0.1864,0.7072,2994,True
ACH-000164,Tofacitinib (citrate),30909,0.4948,0.1468,0.6139,2927,True
ACH-000164,Tolcapone,31202,0.4846,0.1297,0.7913,2411,True
ACH-000164,Tolmetin,28421,0.5112,0.0952,0.7265,1950,False
ACH-000164,Tomivosertib,29438,0.5393,0.149,0.3849,5748,False
ACH-000164,Topotecan (hydrochloride),31947,0.4757,0.0356,-0.1105,5179,True
ACH-000164,Torkinib,29630,0.5403,0.0915,0.4564,5242,False
ACH-000164,Trametinib,33657,0.5087,0.2142,0.6384,9543,True
ACH-000164,Trametinib (DMSO_TF solvate),29163,0.5469,0.1166,0.6694,4567,False
ACH-000164,Tranilast,27649,0.4858,0.0741,0.6287,994,False
ACH-000164,Triamcinolone,30922,0.5263,0.2009,0.7462,4152,True
ACH-000164,Triclosan,30949,0.4892,0.1425,0.7111,2902,True
ACH-000164,Trifluridine,30793,0.4807,0.1278,0.6355,2151,True
ACH-000164,Trimetrexate,30518,0.5014,0.1838,0.6443,2794,True
ACH-000164,Tubulin inhibitor 6,29770,0.502,0.0958,0.6081,3350,False
ACH-000164,Tucatinib,30014,0.5284,0.1209,0.5934,4793,False
ACH-000164,Tucidinostat,31523,0.6501,0.2954,0.8403,4954,True
ACH-000164,ULK-101,29073,0.6043,0.2261,0.3699,5986,False
ACH-000164,Uridine,31317,0.4908,0.1021,0.6131,3277,False
ACH-000164,Valdecoxib,29899,0.5216,0.1707,0.4383,2488,False
ACH-000164,Vandetanib,30103,0.5331,0.1809,0.535,3884,False
ACH-000164,Vemurafenib,30880,0.5009,0.0789,0.4893,4379,False
ACH-000164,Verapamil,27790,0.4767,0.0499,0.5614,1267,False
ACH-000164,Verteporfin,28071,0.5769,0.1714,0.6684,1659,False
ACH-000164,Vilanterol,30338,0.5017,0.1963,0.6375,2159,True
ACH-000164,Vinblastine (sulfate),30924,0.5281,0.1745,0.69,3962,True
ACH-000164,Vismodegib,30152,0.4902,0.1293,0.4129,2265,False
ACH-000164,Vitamin K4,30925,0.5346,0.1535,0.5472,4849,False
ACH-000164,Volasertib,29734,0.5342,0.1228,0.5394,4611,False
ACH-000164,Voriconazole,30400,0.4951,0.1233,0.5575,3194,False
ACH-000164,Vortioxetine,30292,0.5235,0.1656,0.6575,4187,False
ACH-000164,XRK3F2,29241,0.6453,0.0695,-0.0513,5364,False
ACH-000164,Zileuton,30690,0.5079,0.1259,0.4827,3518,False
ACH-000164,c-Kit-IN-1,26728,0.6293,0.2293,0.6186,10272,False
ACH-000164,crizotinib,27680,0.5089,0.091,0.6863,1301,False
ACH-000164,olaparib,30028,1.3962,0.1066,0.4045,5704,True
ACH-000164,palbociclib,29664,0.5291,0.1273,0.5326,4560,False
ACH-000164,venetoclax,29858,0.5618,0.1375,0.59,5635,False
ACH-000164,vincristine,28967,0.6667,0.2959,0.4702,5600,False
ACH-000164,γ-Oryzanol,30662,0.4743,0.0794,0.4317,3051,False
ACH-000178,(R)-Verapamil (hydrochloride),24498,0.5155,0.0775,0.556,383,True
ACH-000178,(S)-Crizotinib,25838,0.5008,0.0102,0.5832,1125,False
ACH-000178,18β-Glycyrrhetinic acid,23889,0.5601,0.1535,0.6501,274,True
ACH-000178,4EGI-1,23362,0.597,0.1029,0.5938,1816,False
ACH-000178,5-Azacytidine,27821,0.5393,0.1376,0.4871,2543,False
ACH-000178,5-Fluorouracil,28097,0.5363,0.1386,0.5343,2332,False
ACH-000178,8-Hydroxyquinoline,24346,0.5262,0.1175,0.8551,439,True
ACH-000178,9-ING-41,22810,0.6267,0.0467,-0.0446,2586,False
ACH-000178,APTO-253,23431,0.5622,0.083,0.2377,1393,False
ACH-000178,AT7519,23394,0.5402,0.0792,0.6034,841,False
ACH-000178,AZD-7648,22796,0.6565,0.1679,0.3616,2051,False
ACH-000178,AZD-8055,23471,0.6205,0.1506,0.6418,2294,False
ACH-000178,AZD1390,22957,0.5759,0.0959,0.4128,1322,False
ACH-000178,AZD2858,22423,0.8358,0.2905,0.3684,807,False
ACH-000178,Abemaciclib,24084,1.0453,0.045,0.2675,4287,True
ACH-000178,Abiraterone acetate,28586,0.5305,0.1211,0.5272,3058,False
ACH-000178,Acetazolamide,27939,0.5562,0.1555,0.4647,3483,False
ACH-000178,Acetohexamide,24347,0.5343,0.1178,0.7112,256,True
ACH-000178,Adagrasib,33811,0.3747,0.0697,0.6947,3009,True
ACH-000178,Adenine,24597,0.5171,0.0905,0.8274,506,True
ACH-000178,Adenosine,24293,0.5311,0.1213,0.7735,318,True
ACH-000178,Afatinib,30473,0.4304,0.0567,-0.0235,2520,False
ACH-000178,Aliskiren,24777,0.5282,0.0955,0.7401,464,True
ACH-000178,Allantoin,23390,0.5994,0.2417,0.4189,793,True
ACH-000178,Allopurinol,29399,0.5615,0.123,0.5315,5051,False
ACH-000178,Almonertinib (hydrochloride),23962,0.5372,0.1375,0.678,421,True
ACH-000178,Almonertinib (mesylate),30241,0.4413,-0.0161,0.1257,2395,True
ACH-000178,Alpelisib,22862,0.5807,0.1179,0.6286,945,False
ACH-000178,Altretamine,24796,0.5069,0.0532,0.7602,470,False
ACH-000178,Amsacrine,24900,0.5383,0.1252,0.8884,404,True
ACH-000178,Anastrozole,23954,0.545,0.0718,0.7362,633,False
ACH-000178,Anethole trithione,24691,0.5342,0.1211,0.8575,850,True
ACH-000178,Apalutamide,24716,0.4999,0.0349,0.4234,203,False
ACH-000178,Aprepitant,28195,0.5602,0.1486,0.5449,4555,False
ACH-000178,Arbutin,24577,0.5302,0.1017,0.7809,687,False
ACH-000178,Artemether,29146,0.5681,0.1485,0.6792,3770,False
ACH-000178,Artesunate,24488,0.5364,0.1135,0.7653,856,True
ACH-000178,Asciminib,27916,0.5586,0.1696,0.5644,3642,False
ACH-000178,Aspirin,28642,0.5387,0.1238,0.5643,2889,False
ACH-000178,Ataluren,28751,0.5275,0.1043,0.5406,3298,False
ACH-000178,Atazanavir (sulfate),27904,0.5472,0.1566,0.5861,2853,False
ACH-000178,Auranofin,27979,0.5876,0.1498,0.313,2866,False
ACH-000178,Azithromycin (hydrate),24105,0.5443,0.1371,0.7641,263,True
ACH-000178,BAY1125976,22858,0.6594,0.1268,0.1492,1924,False
ACH-000178,BI-3406,23534,0.6209,0.1585,0.71,2313,False
ACH-000178,BI-78D3,22916,0.6154,0.1285,0.206,2722,False
ACH-000178,Baicalin,24620,0.5363,0.1339,0.8557,375,True
ACH-000178,Balsalazide (sodium hydrate),24934,0.5206,0.1058,0.7104,364,True
ACH-000178,Belinostat,27981,0.6485,0.183,0.5577,3121,False
ACH-000178,Belumosudil,29983,0.4598,0.041,0.0422,2532,True
ACH-000178,Belumosudil (mesylate),23345,0.5805,0.1123,0.4512,1566,False
ACH-000178,Belzutifan,22221,0.9728,0.1398,0.4567,891,False
ACH-000178,Bendamustine,24800,0.5192,0.0626,0.6615,605,False
ACH-000178,Benproperine (phosphate),25534,0.5208,0.0531,0.6895,1186,False
ACH-000178,Bentamapimod,22765,0.572,0.1064,0.2031,1563,False
ACH-000178,Benztropine (mesylate),28191,0.5004,0.0806,0.3716,2378,False
ACH-000178,Berbamine,26592,0.461,0.0323,0.0415,2713,False
ACH-000178,Berbamine (dihydrochloride),29896,0.459,0.0373,0.2832,3420,True
ACH-000178,Berberine (chloride hydrate),24478,0.5173,0.0957,0.7505,326,True
ACH-000178,Bergenin,24125,0.5201,0.1141,0.7981,211,True
ACH-000178,Bestatin,24559,0.506,0.0673,0.5736,291,False
ACH-000178,Bestatin (hydrochloride),28168,0.5433,0.1391,0.5431,2918,False
ACH-000178,Betamethasone dipropionate,24255,0.6398,0.265,0.8594,2311,False
ACH-000178,Bexarotene,28435,0.5548,0.1408,0.6411,3223,False
ACH-000178,Bicalutamide,29134,0.5315,0.1148,0.6516,2344,False
ACH-000178,Bimatoprost,24489,0.5595,0.144,0.6988,392,True
ACH-000178,Bimiralisib,23027,0.7052,0.1433,0.2425,2564,False
ACH-000178,Binimetinib,30267,0.5873,0.2138,0.7514,5826,True
ACH-000178,Bisoprolol (hemifumarate),23505,0.5711,0.1806,0.6544,923,False
ACH-000178,Bortezomib,22887,0.7771,0.2845,0.6834,3406,False
ACH-000178,Bosentan (hydrate),24493,0.5392,0.1091,0.67,647,False
ACH-000178,Brimonidine,28376,0.4882,0.0471,0.3264,2243,False
ACH-000178,Brivudine,23257,0.6191,0.1549,0.5478,1870,False
ACH-000178,Budesonide,28104,0.6947,0.327,0.7331,5414,False
ACH-000178,Busulfan,24020,0.5294,0.1428,0.6457,659,True
ACH-000178,CP21R7,22675,0.6059,0.1636,0.346,1357,False
ACH-000178,Cabozantinib (S-malate),28080,0.5312,0.1095,0.4926,2148,False
ACH-000178,Canagliflozin,24048,0.5211,0.0982,0.4053,800,False
ACH-000178,Canagliflozin (hemihydrate),28163,0.5449,0.1165,0.4183,2847,False
ACH-000178,Capivasertib,23127,0.5446,0.0626,0.3793,843,False
ACH-000178,Capmatinib,22999,0.587,0.1069,0.5366,1300,False
ACH-000178,Captopril,29287,0.4689,0.1009,0.434,2526,True
ACH-000178,Carbamazepine,27921,0.547,0.1484,0.5558,2854,False
ACH-000178,Celecoxib,22540,0.6463,0.1883,0.2392,2009,False
ACH-000178,Cepharanthine,23820,0.5798,0.1637,0.828,424,True
ACH-000178,Chlorhexidine (diacetate),26721,0.5008,0.0681,0.4541,2739,False
ACH-000178,Ciclopirox,23829,0.5348,0.1598,0.7048,338,True
ACH-000178,Cilostazol,24704,0.5369,0.0909,0.6796,778,False
ACH-000178,Cinacalcet,28246,0.5429,0.1432,0.5983,2400,False
ACH-000178,Citalopram (hydrobromide),28998,0.5726,0.133,0.4245,4922,False
ACH-000178,Clobetasol propionate,27783,0.6686,0.3249,0.7706,4731,False
ACH-000178,Clofarabine,24631,0.5268,0.0768,0.648,538,False
ACH-000178,Clonidine (hydrochloride),25209,0.5203,0.1016,0.9095,404,True
ACH-000178,Clopidogrel,28184,0.5471,0.1254,0.5822,4809,False
ACH-000178,Clotrimazole,24421,0.5521,0.1484,0.8013,363,True
ACH-000178,Cloxacillin (sodium),24630,0.5031,0.0826,0.8752,332,True
ACH-000178,Cobimetinib,23946,0.578,0.1461,0.6796,653,False
ACH-000178,Crizotinib (hydrochloride),28314,0.5637,0.1436,0.5843,3292,False
ACH-000178,Cyclosporin A,28699,0.5568,0.1368,0.6826,4100,False
ACH-000178,Cysteamine (hydrochloride),24401,0.5159,0.0868,0.828,226,True
ACH-000178,Cytarabine,30364,0.4651,0.042,0.3386,2502,True
ACH-000178,Cytarabine (hydrochloride),25609,0.5196,0.0656,0.7368,1022,False
ACH-000178,DT-061,23272,0.5718,0.1139,0.5283,843,False
ACH-000178,DTP3,19696,0.5544,0.0286,0.0941,3420,False
ACH-000178,Dabrafenib,23401,0.5535,0.0439,0.2395,1518,False
ACH-000178,Daidzin,29983,0.4567,0.0307,0.0755,3028,True
ACH-000178,Dapagliflozin,29430,0.5215,0.1224,0.6519,2060,False
ACH-000178,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",23930,0.5435,0.1113,0.5493,779,False
ACH-000178,Darinaparsin,24062,0.5338,0.138,0.7779,431,True
ACH-000178,Darolutamide,28394,0.5576,0.1573,0.6415,3842,False
ACH-000178,Decitabine,24191,0.5612,0.139,0.7362,1445,False
ACH-000178,Delamanid,28019,0.5445,0.1342,0.6364,2935,False
ACH-000178,Demeclocycline,24251,0.5117,0.1168,0.8487,355,True
ACH-000178,Dexamethasone,27694,0.6587,0.3233,0.7952,4271,False
ACH-000178,Dexmedetomidine,25070,0.5366,0.0977,0.6742,486,False
ACH-000178,Diammonium Glycyrrhizinate,24101,0.5261,0.1156,0.6236,534,True
ACH-000178,Digitoxin,27345,0.7261,0.2843,0.5675,2765,False
ACH-000178,Dihydroartemisinin,27684,0.536,0.1523,0.4754,1648,False
ACH-000178,Dimethyl fumarate,24961,0.5083,0.0614,0.6325,417,False
ACH-000178,Dinaciclib,23363,1.3056,0.6537,0.8239,4506,False
ACH-000178,Diphenhydramine,25660,0.5427,0.0783,0.6676,2074,False
ACH-000178,Docetaxel,24454,0.5856,0.1617,0.4928,1716,True
ACH-000178,Docetaxel (Trihydrate),25103,0.5418,0.0987,0.6612,452,False
ACH-000178,Dorzolamide (hydrochloride),24434,0.5379,0.1161,0.6831,569,False
ACH-000178,Doxorubicin (hydrochloride),25183,0.5632,0.0628,0.5171,801,False
ACH-000178,Doxycycline (monohydrate),24394,0.5179,0.0632,0.7741,433,False
ACH-000178,Drospirenone,28454,0.5555,0.1403,0.5971,3362,False
ACH-000178,ERK5-IN-2,23304,0.6007,0.048,0.0155,1760,False
ACH-000178,ETC-206,23199,0.5446,0.0766,0.653,1023,False
ACH-000178,EX229,22639,0.6694,0.2043,0.5067,2850,False
ACH-000178,Econazole,28237,0.5228,0.0997,0.3899,2629,False
ACH-000178,Elagolix sodium,24002,0.5443,0.1589,0.7068,469,True
ACH-000178,Elimusertib hydrochloride,22857,0.6525,0.1847,0.5958,1968,False
ACH-000178,Entecavir (monohydrate),24836,0.4746,0.0059,0.5155,205,False
ACH-000178,Entrectinib,28397,0.5448,0.1394,0.5887,3076,False
ACH-000178,Epirubicin (hydrochloride),24208,0.5444,0.0817,0.4961,316,False
ACH-000178,Eplerenone,25051,0.5089,0.0688,0.7358,546,False
ACH-000178,Erdafitinib ,22449,1.6402,0.1485,0.0773,6492,False
ACH-000178,Erlotinib,25415,0.5189,0.039,0.5291,1391,False
ACH-000178,Erythromycin,28262,0.5373,0.1467,0.5153,2176,False
ACH-000178,Esmolol (hydrochloride),28815,0.4998,0.0618,0.4053,2539,False
ACH-000178,Estrone sulfate (potassium),27914,0.5659,0.1589,0.4158,3871,False
ACH-000178,Everolimus,24115,0.5451,0.0733,0.4774,867,False
ACH-000178,Fedratinib (hydrochloride hydrate),28209,0.5574,0.1366,0.5942,3463,False
ACH-000178,Fenofibrate,25638,0.5153,0.0455,0.6219,1534,False
ACH-000178,Ferulic acid,24658,0.5558,0.1198,0.6945,868,False
ACH-000178,Filgotinib,28777,0.4976,0.0624,0.5549,1839,False
ACH-000178,Finasteride,24652,0.5172,0.0746,0.7028,494,False
ACH-000178,Fingolimod (hydrochloride),28146,0.5178,0.1102,0.5121,1935,False
ACH-000178,Flumatinib (mesylate),29520,0.4689,0.0629,0.2816,3011,True
ACH-000178,Flutamide,27938,0.5177,0.1056,0.4949,2461,False
ACH-000178,Fluvoxamine,25461,0.5486,0.0966,0.7248,1146,False
ACH-000178,Fluvoxamine (maleate),24166,0.5365,0.1348,0.8602,289,True
ACH-000178,Folic acid,24434,0.5096,0.079,0.7845,351,True
ACH-000178,Fulvestrant,28497,0.5282,0.1136,0.5608,2675,False
ACH-000178,Fumaric acid,30097,0.4723,0.0181,0.1933,3116,True
ACH-000178,Furosemide,24134,0.5079,0.1115,0.7969,250,True
ACH-000178,Fusidic acid,24488,0.5223,0.1008,0.7992,336,True
ACH-000178,Futibatinib,22313,0.6555,0.2405,0.3675,1345,False
ACH-000178,GSK1059615,23009,0.7017,0.134,0.2322,2674,False
ACH-000178,Gallic acid,24220,0.5055,0.0932,0.7968,629,True
ACH-000178,Gallic acid (hydrate),24095,0.5506,0.1455,0.6936,552,True
ACH-000178,Gefitinib,29071,0.5015,0.0789,0.4883,2751,False
ACH-000178,Gemcitabine,24401,0.5594,0.0723,0.6351,1339,False
ACH-000178,Gemfibrozil,24249,0.5217,0.1213,0.8073,350,True
ACH-000178,Glycyrrhizic acid,23552,0.5466,0.1645,0.4441,671,False
ACH-000178,Goserelin (acetate),24970,0.5173,0.0898,0.8292,477,True
ACH-000178,HI-TOPK-032,23087,0.6416,0.1764,0.4409,2615,False
ACH-000178,Harringtonine,23821,0.6203,0.0997,0.4493,955,False
ACH-000178,Hesperidin,24905,0.5317,0.0617,0.616,865,False
ACH-000178,Hexylresorcinol,24663,0.5307,0.1101,0.796,381,True
ACH-000178,Homoharringtonine,25450,0.9505,0.5108,0.8654,6252,True
ACH-000178,Hydroxyfasudil,23744,0.9438,0.1684,0.355,3478,True
ACH-000178,Hydroxyurea,23826,0.5112,0.089,0.374,314,False
ACH-000178,IQ 1,22491,0.6233,0.1799,0.4398,1424,False
ACH-000178,Idarubicin (hydrochloride),24881,0.8605,0.4279,0.8044,3694,True
ACH-000178,Idoxuridine,27937,0.5585,0.1741,0.5642,3496,False
ACH-000178,Imiquimod (hydrochloride),27849,0.5527,0.1452,0.5472,2775,False
ACH-000178,Imiquimod (maleate),24190,0.5185,0.0889,0.53,298,False
ACH-000178,Indacaterol (maleate),28612,0.5604,0.1417,0.6151,3895,False
ACH-000178,Infigratinib,23481,0.5731,0.1094,0.6786,1118,False
ACH-000178,Ipatasertib,22644,0.6707,0.1257,0.0202,2364,False
ACH-000178,Irinotecan,23880,0.5698,0.1023,0.5412,1328,False
ACH-000178,Irinotecan (hydrochloride),29558,0.4554,0.0145,-0.0033,5099,True
ACH-000178,Isocorydine,24459,0.5225,0.0971,0.7499,347,True
ACH-000178,Ivermectin,28219,0.5157,0.0903,0.5348,2387,False
ACH-000178,Ixazomib,23219,0.5894,0.1206,0.6115,775,False
ACH-000178,Ixazomib citrate,28094,0.6349,0.1584,0.5055,2054,False
ACH-000178,L-Eflornithine (monohydrochloride),28022,0.5457,0.1368,0.5227,3742,False
ACH-000178,L-Thyroxine (sodium salt pentahydrate),23759,0.8193,0.1186,0.2562,276,True
ACH-000178,LB-100,23412,0.5519,0.0844,0.4251,930,False
ACH-000178,LJI308,22494,0.6473,0.2153,0.3758,1759,False
ACH-000178,LY-2584702 (tosylate salt),22191,0.7451,0.2931,0.471,1882,False
ACH-000178,LY2090314,23472,0.5383,0.0664,0.391,617,False
ACH-000178,Lactate (calcium),28753,0.5447,0.1046,0.431,3491,False
ACH-000178,Lapatinib ditosylate,23503,0.5382,0.072,0.4709,899,False
ACH-000178,Larotrectinib,24501,0.6033,0.1827,0.7388,453,True
ACH-000178,Lenalidomide (hemihydrate),23559,0.5519,0.1832,0.6879,303,True
ACH-000178,Levobupivacaine (hydrochloride),25735,0.5323,0.0877,0.7484,931,False
ACH-000178,Lidocaine (hydrochloride),23443,0.6521,0.2895,0.4779,691,True
ACH-000178,Ligustrazine,25000,0.5189,0.0682,0.6562,492,False
ACH-000178,Lipoic acid,24587,0.4986,0.0819,0.8319,194,True
ACH-000178,Lonafarnib,23505,0.6203,0.0547,0.4712,725,False
ACH-000178,Loperamide (hydrochloride),27983,0.5519,0.1356,0.448,3332,False
ACH-000178,Lopinavir,28109,0.5327,0.1214,0.6848,2612,False
ACH-000178,Lucanthone,27322,0.5389,0.0888,0.5804,3080,False
ACH-000178,Lumateperone (tosylate),24508,0.5131,0.0935,0.8519,200,True
ACH-000178,MK-3903,22766,0.6197,0.1509,0.3771,1694,False
ACH-000178,MK-8353,22917,0.5658,0.0813,0.5628,1394,False
ACH-000178,ML264,23199,0.5659,0.0828,0.1462,1884,False
ACH-000178,Macitentan,25454,0.5079,0.0593,0.646,331,False
ACH-000178,Malotilate,29432,0.5212,0.1631,0.4597,4758,True
ACH-000178,Mebendazole,24854,0.5539,0.1263,0.7716,702,False
ACH-000178,Medroxyprogesterone acetate,23527,0.589,0.2294,0.7743,701,True
ACH-000178,Megestrol,24582,0.5381,0.0932,0.4917,850,True
ACH-000178,Meloxicam,28170,0.5383,0.1401,0.4834,2897,False
ACH-000178,Menadione,23882,0.5344,0.1237,0.6665,596,False
ACH-000178,Methotrexate,27790,0.5385,0.1242,0.4851,1820,False
ACH-000178,Methyl aminolevulinate (hydrochloride),28539,0.5351,0.0976,0.6182,3233,False
ACH-000178,Methylprednisolone succinate,19952,0.5852,0.099,0.2118,2950,False
ACH-000178,Methylthiouracil,29400,0.5014,0.0844,0.5902,2282,False
ACH-000178,Mifepristone,24386,0.5212,0.0887,0.7095,562,False
ACH-000178,Minodronic acid,23598,0.5546,0.081,0.7368,938,False
ACH-000178,Mitoxantrone (dihydrochloride),24235,0.6455,0.1592,0.6067,482,True
ACH-000178,Monocrotaline,23907,0.5114,0.084,0.7131,482,False
ACH-000178,Mozavaptan,24208,0.5301,0.1156,0.7038,734,False
ACH-000178,NG25,22738,0.5872,0.1354,0.5947,711,False
ACH-000178,NVP-BHG712,22861,0.6212,0.1082,0.1731,2065,False
ACH-000178,Nafamostat (mesylate),27971,0.5673,0.1681,0.5821,2612,False
ACH-000178,Naproxen,29531,0.452,0.0298,-0.0519,1825,True
ACH-000178,Neratinib,27661,0.5391,0.1479,0.3908,1938,False
ACH-000178,Neratinib (maleate),24269,0.5514,0.1458,0.8021,541,True
ACH-000178,Nevirapine,25017,0.5168,0.0829,0.7519,474,False
ACH-000178,Niclosamide (olamine),26353,0.5909,0.0872,0.5509,797,False
ACH-000178,Norepinephrine (hydrochloride),24080,0.5285,0.1385,0.8252,278,True
ACH-000178,OTS514,22404,0.587,0.1521,0.5126,804,False
ACH-000178,Olanzapine,24515,0.5279,0.1147,0.864,403,True
ACH-000178,Oleic acid,23614,0.5759,0.1052,0.6166,914,False
ACH-000178,Omeprazole,29076,0.5047,0.0762,0.6228,1935,False
ACH-000178,Omeprazole (sodium),28853,0.5264,0.1048,0.575,2322,False
ACH-000178,Orlistat,24039,0.5195,0.0809,0.7915,596,False
ACH-000178,Osimertinib (mesylate),27930,0.5323,0.1314,0.4894,2258,False
ACH-000178,Ouabain (Octahydrate),28696,0.6885,0.1829,0.6032,4147,False
ACH-000178,Oxaliplatin,23661,0.5843,0.1119,0.5824,1493,False
ACH-000178,Oxaprozin,27769,0.598,0.2161,0.5585,3558,False
ACH-000178,PF-06260933,23786,1.078,0.0895,0.4008,2326,True
ACH-000178,PH-797804,22528,0.6737,0.139,0.0507,1971,False
ACH-000178,Paclitaxel,24346,0.5651,0.0728,0.4289,1529,False
ACH-000178,Palmatine (chloride),24149,0.5281,0.0976,0.7134,455,True
ACH-000178,Panobinostat,29266,0.9095,0.4272,0.7952,8475,False
ACH-000178,Pasireotide (acetate),24958,0.534,0.1037,0.7397,619,True
ACH-000178,Pemetrexed,25057,0.5443,0.0844,0.7157,1020,False
ACH-000178,Pemigatinib,22205,1.123,0.2686,0.1827,401,False
ACH-000178,Penfluridol,25257,0.543,0.1009,0.5913,742,False
ACH-000178,Pentagastrin,24606,0.5247,0.1008,0.8431,394,True
ACH-000178,Pentamidine (isethionate),26042,0.53,0.1793,0.5698,1381,False
ACH-000178,Pentoxifylline,27669,0.587,0.1953,0.4857,3460,False
ACH-000178,Peretinoin,25689,0.5554,0.0956,0.7499,1412,False
ACH-000178,Perindopril (erbumine),29275,0.4882,0.0702,0.5108,1773,False
ACH-000178,Pexidartinib (hydrochloride),25151,0.5262,0.0625,0.7466,877,False
ACH-000178,Phenylephrine (hydrochloride),28011,0.5454,0.12,0.4814,3380,False
ACH-000178,Phenytoin (sodium),24756,0.5313,0.0962,0.752,638,False
ACH-000178,Pimitespib,22769,0.6057,0.1485,0.4753,1587,False
ACH-000178,Pimozide,27194,0.6094,0.2458,0.3869,1731,False
ACH-000178,Pioglitazone,28210,0.5563,0.1485,0.5965,3222,False
ACH-000178,Piroxicam,28493,0.5587,0.1346,0.6018,4747,False
ACH-000178,Pitavastatin (Calcium),24195,0.5549,0.125,0.696,736,False
ACH-000178,Ponatinib,28943,0.5327,0.0822,0.3896,2975,False
ACH-000178,Posaconazole,25058,0.5118,0.0749,0.7723,560,False
ACH-000178,Pralsetinib,24868,0.5512,0.0989,0.4603,1838,True
ACH-000178,Pravastatin (sodium),29368,0.4474,0.0147,-0.134,3266,True
ACH-000178,Procainamide (hydrochloride),24392,0.5181,0.0909,0.7348,365,False
ACH-000178,Proglumide,27812,0.5187,0.1143,0.3969,1631,False
ACH-000178,Pyridoxine,23977,0.5351,0.1064,0.671,351,True
ACH-000178,Pyridoxine (hydrochloride),24816,0.5271,0.104,0.7777,857,True
ACH-000178,Quinestrol,24888,0.5172,0.0954,0.8844,486,True
