patient,drug,n_genes_scored,mean_abs_delta,r,r_responder,n_responders,n_plates_even
ACH-000681,Anastrozole,28171,0.519,0.0703,0.6334,2079,False
ACH-000681,Anethole trithione,29044,0.513,0.1329,0.7979,3393,True
ACH-000681,Apalutamide,23033,0.5042,0.0407,0.393,155,False
ACH-000681,Aprepitant,25843,0.5584,0.1297,0.5859,2776,False
ACH-000681,Arbutin,22878,0.5391,0.1015,0.8514,405,False
ACH-000681,Artemether,26917,0.5797,0.1515,0.6916,2478,False
ACH-000681,Artesunate,28621,0.512,0.1348,0.7273,2730,True
ACH-000681,Asciminib,25689,0.5551,0.1371,0.5896,2243,False
ACH-000681,Aspirin,26444,0.5393,0.1209,0.6541,1484,False
ACH-000681,Ataluren,26511,0.5267,0.094,0.5773,1644,False
ACH-000681,Atazanavir (sulfate),25757,0.5527,0.1419,0.6668,1961,False
ACH-000681,Auranofin,25660,0.5505,0.1319,0.5373,1495,False
ACH-000681,Azithromycin (hydrate),28160,0.511,0.1475,0.6528,1094,True
ACH-000681,BAY1125976,27332,0.5782,0.0448,0.0086,3743,False
ACH-000681,BI-3406,27481,0.5528,0.1247,0.611,3751,False
ACH-000681,BI-78D3,27115,0.589,0.1249,0.2093,4911,False
ACH-000681,Baicalin,28829,0.5162,0.1412,0.813,1348,True
ACH-000681,Balsalazide (sodium hydrate),29064,0.4913,0.1062,0.785,1452,True
ACH-000681,Belinostat,25854,0.6785,0.1904,0.6656,2188,False
ACH-000681,Belumosudil,27776,0.4706,0.057,0.105,1442,True
ACH-000681,Belumosudil (mesylate),27275,0.5516,0.098,0.4835,3464,False
ACH-000681,Belzutifan,26256,0.9664,0.1106,0.3035,2521,False
ACH-000681,Bendamustine,22989,0.5273,0.0672,0.6995,323,False
ACH-000681,Benproperine (phosphate),23829,0.5363,0.0694,0.6578,587,False
ACH-000681,Bentamapimod,27017,0.5596,0.1207,0.2877,4124,False
ACH-000681,Benztropine (mesylate),25853,0.4922,0.0632,0.5022,1041,False
ACH-000681,Berbamine,29297,0.4366,0.0363,0.1332,3078,False
ACH-000681,Berbamine (dihydrochloride),27850,0.4665,0.0522,0.3279,1386,True
ACH-000681,Berberine (chloride hydrate),28456,0.4954,0.108,0.6707,1271,True
ACH-000681,Bergenin,28263,0.4864,0.0879,0.6792,1040,True
ACH-000681,Bestatin,23026,0.5121,0.068,0.8006,80,False
ACH-000681,Bestatin (hydrochloride),25899,0.5364,0.1141,0.5733,1480,False
ACH-000681,Betamethasone dipropionate,22791,0.5946,0.1861,0.86,1173,False
ACH-000681,Bexarotene,26234,0.5629,0.1406,0.6966,2054,False
ACH-000681,Bicalutamide,26876,0.5316,0.0991,0.694,1184,False
ACH-000681,Bimatoprost,28686,0.5433,0.1455,0.5873,1728,True
ACH-000681,Bimiralisib,27357,0.6101,0.0482,0.1091,4382,False
ACH-000681,Binimetinib,30461,0.5162,0.179,0.6113,6077,True
ACH-000681,Bisoprolol (hemifumarate),22547,0.5544,0.1224,0.6757,744,False
ACH-000681,Bortezomib,27202,0.7598,0.3121,0.6816,6434,False
ACH-000681,Bosentan (hydrate),22742,0.5469,0.1132,0.8083,416,False
ACH-000681,Brimonidine,26221,0.5022,0.0644,0.4269,1080,False
ACH-000681,Brivudine,27402,0.6126,0.1595,0.5524,4678,False
ACH-000681,Budesonide,26313,0.6278,0.2054,0.6846,3862,False
ACH-000681,Busulfan,28020,0.5092,0.14,0.5381,2618,True
ACH-000681,CP21R7,26815,0.5638,0.1551,0.4062,2824,False
ACH-000681,Cabozantinib (S-malate),26017,0.5306,0.0907,0.559,1225,False
ACH-000681,Canagliflozin,22339,0.5266,0.0985,0.3391,548,False
ACH-000681,Canagliflozin (hemihydrate),25818,0.5463,0.1228,0.4567,1370,False
ACH-000681,Capivasertib,27249,0.5259,0.0758,0.4521,3071,False
ACH-000681,Capmatinib,27284,0.5403,0.0985,0.5264,2857,False
ACH-000681,Captopril,27179,0.4816,0.1111,0.3569,1247,True
ACH-000681,Carbamazepine,25646,0.538,0.1527,0.6307,1465,False
ACH-000681,Celecoxib,26713,0.5886,0.159,0.2502,3736,False
ACH-000681,Cepharanthine,27937,0.5456,0.1549,0.7777,1796,True
ACH-000681,Chlorhexidine (diacetate),29562,0.4586,0.0768,0.5365,1995,False
ACH-000681,Ciclopirox,27865,0.5084,0.1685,0.7781,1169,True
ACH-000681,Cilostazol,23249,0.5355,0.0759,0.6836,542,False
ACH-000681,Cinacalcet,25912,0.5363,0.1136,0.5999,1067,False
ACH-000681,Citalopram (hydrobromide),26891,0.559,0.0956,0.3891,3313,False
ACH-000681,Clobetasol propionate,25666,0.6216,0.2359,0.7373,3316,False
ACH-000681,Clofarabine,23109,0.5328,0.084,0.5787,327,False
ACH-000681,Clonidine (hydrochloride),29479,0.5022,0.1086,0.857,2140,True
ACH-000681,Clopidogrel,26002,0.5576,0.128,0.5755,3168,False
ACH-000681,Clotrimazole,28577,0.5146,0.1156,0.7161,1353,True
ACH-000681,Cloxacillin (sodium),28734,0.4846,0.0893,0.8148,1522,True
ACH-000681,Cobimetinib,22364,0.5609,0.1105,0.4857,307,False
ACH-000681,Crizotinib (hydrochloride),26029,0.5828,0.1723,0.7285,2417,False
ACH-000681,Cyclosporin A,26346,0.5732,0.1388,0.6838,3227,False
ACH-000681,Cysteamine (hydrochloride),28470,0.4961,0.0963,0.6977,1058,True
ACH-000681,Cytarabine,28252,0.4841,0.0658,0.3447,1441,True
ACH-000681,Cytarabine (hydrochloride),23777,0.5405,0.0847,0.7382,574,False
ACH-000681,DT-061,27217,0.5305,0.095,0.4432,2314,False
ACH-000681,DTP3,27207,1.1959,0.0223,0.2098,3469,True
ACH-000681,Dabrafenib,27702,0.5265,0.0507,0.2413,3494,False
ACH-000681,Daidzin,28007,0.4657,0.0485,-0.0135,1684,True
ACH-000681,Dapagliflozin,27093,0.5167,0.0969,0.6735,1021,False
ACH-000681,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",22150,0.5538,0.1218,0.5024,439,False
ACH-000681,Darinaparsin,28158,0.5186,0.155,0.7316,1755,True
ACH-000681,Darolutamide,26228,0.5666,0.1507,0.658,2568,False
ACH-000681,Decitabine,22459,0.5676,0.1485,0.7177,1010,False
ACH-000681,Delamanid,25921,0.55,0.1372,0.7173,1593,False
ACH-000681,Demeclocycline,28400,0.484,0.0929,0.6986,1288,True
ACH-000681,Dexamethasone,25721,0.5836,0.2012,0.7564,2503,False
ACH-000681,Dexmedetomidine,23827,0.5444,0.0884,0.7517,273,False
ACH-000681,Diammonium Glycyrrhizinate,28135,0.507,0.1328,0.5076,2114,True
ACH-000681,Digitoxin,25169,0.7455,0.3508,0.7345,2889,False
ACH-000681,Dihydroartemisinin,25607,0.5342,0.1318,0.5573,668,False
ACH-000681,Dimethyl fumarate,23385,0.5053,0.0409,0.6783,132,False
ACH-000681,Dinaciclib,21921,1.3501,0.6576,0.8107,3686,False
ACH-000681,Diphenhydramine,24032,0.5413,0.0719,0.6445,1345,False
ACH-000681,Docetaxel,28587,0.5826,0.1813,0.468,3587,True
ACH-000681,Docetaxel (Trihydrate),23248,0.5479,0.1004,0.6942,260,False
ACH-000681,Dorzolamide (hydrochloride),22946,0.5461,0.1176,0.7077,386,False
ACH-000681,Doxorubicin (hydrochloride),23243,0.5875,0.0944,0.5572,557,False
ACH-000681,Doxycycline (monohydrate),22622,0.5279,0.0943,0.6673,309,False
ACH-000681,Drospirenone,26262,0.56,0.1365,0.6275,2333,False
ACH-000681,ERK5-IN-2,27623,0.5712,0.02,0.1169,3560,False
ACH-000681,ETC-206,27324,0.5253,0.0939,0.5383,2966,False
ACH-000681,EX229,27044,0.6388,0.193,0.5461,5563,False
ACH-000681,Econazole,26236,0.525,0.0807,0.4211,1474,False
ACH-000681,Elagolix sodium,28109,0.5249,0.1705,0.7615,1678,True
ACH-000681,Elimusertib hydrochloride,27088,0.5879,0.1416,0.5473,4002,False
ACH-000681,Encorafenib,27043,2.0112,-0.0216,0.0029,11814,False
ACH-000681,Entecavir (monohydrate),23019,0.4887,0.027,0.702,63,False
ACH-000681,Entrectinib,26180,0.5249,0.0992,0.5219,1274,False
ACH-000681,Epirubicin (hydrochloride),22639,0.5738,0.1016,0.5671,166,False
ACH-000681,Eplerenone,23379,0.526,0.0663,0.7986,251,False
ACH-000681,Erdafitinib ,26608,1.7235,0.1509,0.0946,8993,False
ACH-000681,Erlotinib,23601,0.5275,0.0664,0.6105,613,False
ACH-000681,Erythromycin,26073,0.5267,0.1178,0.5535,798,False
ACH-000681,Esmolol (hydrochloride),26761,0.5139,0.0745,0.3262,1805,False
ACH-000681,Estrone sulfate (potassium),25684,0.557,0.1539,0.4645,2195,False
ACH-000681,Everolimus,28307,0.5271,0.0943,0.563,2830,False
ACH-000681,Fedratinib (hydrochloride hydrate),26018,0.5561,0.1293,0.6131,2444,False
ACH-000681,Fenofibrate,23788,0.5274,0.0485,0.7262,849,False
ACH-000681,Ferulic acid,23049,0.558,0.1112,0.7146,547,False
ACH-000681,Filgotinib,26627,0.5088,0.0575,0.6351,921,False
ACH-000681,Finasteride,23059,0.5215,0.0571,0.569,258,False
ACH-000681,Fingolimod (hydrochloride),25820,0.5153,0.0977,0.5496,861,False
ACH-000681,Flumatinib (mesylate),27592,0.4845,0.0631,0.4232,1919,True
ACH-000681,Flutamide,25798,0.5239,0.1042,0.613,1218,False
ACH-000681,Fluvoxamine,23619,0.5474,0.08,0.6682,768,False
ACH-000681,Fluvoxamine (maleate),28130,0.5141,0.1415,0.7784,1049,True
ACH-000681,Folic acid,28728,0.4824,0.0729,0.7223,1755,True
ACH-000681,Fulvestrant,26236,0.5414,0.1077,0.6028,1791,False
ACH-000681,Fumaric acid,28110,0.4764,0.03,0.2678,1801,True
ACH-000681,Furosemide,28171,0.4831,0.1094,0.7466,924,True
ACH-000681,Fusidic acid,28689,0.4983,0.108,0.7578,1549,True
ACH-000681,Futibatinib,26678,0.5652,0.1334,0.4029,4233,False
ACH-000681,GSK1059615,27339,0.5882,0.0405,0.0788,4302,False
ACH-000681,Gallic acid,28570,0.4879,0.0984,0.7415,2135,True
ACH-000681,Gallic acid (hydrate),28185,0.5178,0.1452,0.4942,2286,True
ACH-000681,Gefitinib,26770,0.5112,0.0721,0.5969,1561,False
ACH-000681,Gemcitabine,28483,0.5485,0.0893,0.5542,4254,False
ACH-000681,Gemfibrozil,28128,0.4953,0.1201,0.6659,1441,True
ACH-000681,Glycyrrhizic acid,21921,0.5559,0.1605,0.5192,487,False
ACH-000681,Goserelin (acetate),29232,0.4958,0.0921,0.7902,1965,True
ACH-000681,HI-TOPK-032,27138,0.6331,0.1817,0.4894,5483,False
ACH-000681,Harringtonine,22528,0.8403,0.2666,0.7221,2366,False
ACH-000681,Hesperidin,23066,0.5435,0.0927,0.7366,527,False
ACH-000681,Hexylresorcinol,29277,0.5097,0.1084,0.7943,1594,True
ACH-000681,Homoharringtonine,28639,1.0551,0.6205,0.9076,10910,True
ACH-000681,Hydroxyfasudil,27010,0.9304,0.1824,0.5504,4322,True
ACH-000681,Hydroxyurea,22193,0.5237,0.1113,0.236,210,False
ACH-000681,IQ 1,26759,0.5824,0.163,0.3704,3170,False
ACH-000681,Idarubicin (hydrochloride),31239,1.2195,0.6255,0.847,11713,True
ACH-000681,Idoxuridine,25748,0.5519,0.1513,0.5918,2240,False
ACH-000681,Imiquimod (hydrochloride),25580,0.5551,0.1532,0.5682,1222,False
ACH-000681,Imiquimod (maleate),22462,0.5309,0.1189,0.3596,152,False
ACH-000681,Indacaterol (maleate),26293,0.5508,0.1232,0.5817,2538,False
ACH-000681,Infigratinib,27403,0.5497,0.1259,0.6061,2708,False
ACH-000681,Ipatasertib,26917,0.6325,0.1095,0.0549,4255,False
ACH-000681,Irinotecan,28134,0.5423,0.1087,0.5711,2886,False
ACH-000681,Irinotecan (hydrochloride),27593,0.4622,0.0049,-0.0568,4044,True
ACH-000681,Isocorydine,28481,0.4958,0.0992,0.7018,1497,True
ACH-000681,Ivermectin,25920,0.5257,0.1043,0.5185,1302,False
ACH-000681,Ixazomib,27111,0.5591,0.127,0.6274,2611,False
ACH-000681,Ixazomib citrate,25977,0.6083,0.1277,0.4264,962,False
ACH-000681,L-Eflornithine (monohydrochloride),25715,0.5387,0.1314,0.5144,2014,False
ACH-000681,L-Thyroxine (sodium salt pentahydrate),27645,0.9386,0.1093,0.2451,840,True
ACH-000681,LB-100,27568,0.5233,0.072,0.4659,2585,False
ACH-000681,LJI308,26558,0.6061,0.2138,0.4575,3415,False
ACH-000681,LY-2584702 (tosylate salt),26292,0.6968,0.2749,0.5228,3515,False
ACH-000681,LY2090314,27579,0.5087,0.0724,0.3723,1800,False
ACH-000681,Lactate (calcium),26573,0.5415,0.1022,0.3755,2135,False
ACH-000681,Lapatinib ditosylate,27683,0.5089,0.0581,0.3475,2691,False
ACH-000681,Larotrectinib,28674,0.5611,0.1754,0.5504,2508,True
ACH-000681,Lenalidomide (hemihydrate),27644,0.5027,0.1585,0.6225,944,True
ACH-000681,Levobupivacaine (hydrochloride),23962,0.5251,0.0747,0.8138,346,False
ACH-000681,Lidocaine (hydrochloride),27516,0.6063,0.2832,0.5469,2065,True
ACH-000681,Ligustrazine,23285,0.5215,0.0623,0.7911,360,False
ACH-000681,Lipoic acid,28813,0.4788,0.0778,0.7474,1173,True
ACH-000681,Lonafarnib,27581,0.5559,0.0674,0.546,2191,False
ACH-000681,Loperamide (hydrochloride),25692,0.5447,0.1165,0.4914,1969,False
ACH-000681,Lopinavir,25995,0.5413,0.1342,0.7177,1497,False
ACH-000681,Lucanthone,25402,0.533,0.0574,0.668,1796,False
ACH-000681,Lumateperone (tosylate),28537,0.4932,0.1198,0.7918,1175,True
ACH-000681,MK-3903,26940,0.5793,0.1481,0.2921,3306,False
ACH-000681,MK-8353,26979,0.5424,0.1106,0.5574,3326,False
ACH-000681,ML264,27328,0.5345,0.0684,0.1844,3918,False
ACH-000681,Macitentan,23701,0.5176,0.0588,0.7156,182,False
ACH-000681,Malotilate,27210,0.5296,0.1621,0.65,3214,True
ACH-000681,Mebendazole,23089,0.5498,0.103,0.6609,439,False
ACH-000681,Medroxyprogesterone acetate,27765,0.5564,0.2151,0.7124,2506,True
ACH-000681,Megestrol,28770,0.5039,0.0915,0.4454,2774,True
ACH-000681,Meloxicam,25939,0.5234,0.1068,0.5515,1323,False
ACH-000681,Menadione,22382,0.5451,0.1193,0.7145,332,False
ACH-000681,Methotrexate,25492,0.5454,0.1346,0.4941,888,False
ACH-000681,Methyl aminolevulinate (hydrochloride),26218,0.5275,0.099,0.6305,1565,False
ACH-000681,Methylprednisolone succinate,23346,0.5423,0.0919,0.2121,4015,False
ACH-000681,Methylthiouracil,27131,0.504,0.0664,0.569,1276,False
ACH-000681,Mifepristone,22908,0.5273,0.0787,0.7128,324,False
ACH-000681,Minodronic acid,27861,0.5345,0.0958,0.6149,2929,False
ACH-000681,Mitoxantrone (dihydrochloride),28583,0.6468,0.1816,0.6447,2333,True
ACH-000681,Monocrotaline,22261,0.5158,0.065,0.5941,312,False
ACH-000681,Mozavaptan,22685,0.533,0.1031,0.7374,284,False
ACH-000681,NG25,26869,0.5733,0.1533,0.5271,2101,False
ACH-000681,NVP-BHG712,27084,0.5959,0.1097,0.1883,3964,False
ACH-000681,Nafamostat (mesylate),25981,0.5551,0.1422,0.5356,1741,False
ACH-000681,Naproxen,27374,0.4653,0.0471,-0.0052,949,True
ACH-000681,Neratinib,25506,0.5396,0.1303,0.4093,772,False
ACH-000681,Neratinib (maleate),28385,0.5212,0.1344,0.7158,1922,True
ACH-000681,Nevirapine,23161,0.5233,0.0785,0.6966,334,False
ACH-000681,Niclosamide (olamine),24149,0.584,0.0943,0.7568,252,False
ACH-000681,Norepinephrine (hydrochloride),28151,0.5016,0.1268,0.6209,1308,True
ACH-000681,OTS514,26648,0.5544,0.1224,0.4825,2482,False
ACH-000681,Olanzapine,28588,0.519,0.1431,0.7918,1644,True
ACH-000681,Oleic acid,27717,0.5473,0.1139,0.5617,3110,False
ACH-000681,Omeprazole,26870,0.5187,0.0892,0.6971,1039,False
ACH-000681,Omeprazole (sodium),26586,0.5189,0.0826,0.4442,806,False
