gene,n_pairs,r
ENSG00000249198,435,0.055
ENSG00000259514,878,0.055
MGAT4EP,8773,0.055
ENSG00000289467,3996,0.055
VHLL,599,0.055
TRPC5,15962,0.055
LINC03036,17442,0.055
BCLAF1P2,12947,0.055
LINC00623,17711,0.055
LINC00184,3028,0.055
IL17RB,16878,0.055
A2ML1,14669,0.055
ARX,7854,0.055
ENSG00000250138,404,0.055
ENSG00000257060,16628,0.055
ENSG00000275223,11749,0.055
ENSG00000285629,10132,0.055
GPC1-AS1,10694,0.055
LINC00604,7848,0.055
ANAPC10,18267,0.055
MTRF1,17930,0.0549
RPP40,17288,0.0549
MRPL52,17890,0.0549
CYP8B1,4516,0.0549
FAM120C,17896,0.0549
ENSG00000261433,2020,0.0549
ENSG00000272243,14133,0.0549
ANKAR,17981,0.0549
ENSG00000288573,16935,0.0549
TMEM254,17681,0.0549
FZD6,18103,0.0549
TUBAP2,9414,0.0549
ENSG00000287416,846,0.0549
DST-AS1,15705,0.0549
KLB,13482,0.0549
ENSG00000226521,6869,0.0549
DENND10P1,4063,0.0549
ENSG00000287774,6679,0.0549
HAR1A,12109,0.0549
ENSG00000285909,17105,0.0549
ENSG00000268047,14270,0.0549
ENSG00000284309,1469,0.0549
ENSG00000256028,1894,0.0549
MGST2,17833,0.0549
LTK,14537,0.0549
ENSG00000238272,10772,0.0549
ZBTB3,17377,0.0549
SCAMP1-AS1,17371,0.0549
ABCA3P1,1331,0.0549
LINC01124,5940,0.0548
CARD8-AS1,15577,0.0548
TMEM79,17396,0.0548
ENSG00000285790,3949,0.0548
ENSG00000279369,11751,0.0548
UCMA,2478,0.0548
GSTT2B,11470,0.0548
CCDC74A,14704,0.0548
ENSG00000287807,15624,0.0548
SLC35G5,13115,0.0548
ENSG00000291048,11212,0.0548
TUSC7,1360,0.0548
RBM12B-AS1,5522,0.0548
ENSG00000268931,5535,0.0548
Metazoa_SRP-52,1890,0.0548
PCDH11X,16934,0.0548
ENSG00000281365,53,0.0548
ENSG00000287548,9231,0.0548
YY2,14731,0.0548
ENSG00000266120,11771,0.0548
CARD14,16751,0.0548
ENSG00000251354,1546,0.0548
RNPC3-DT,17039,0.0548
RPS20P2,3762,0.0548
ENSG00000260836,10399,0.0547
GRAP2,11881,0.0547
ENSG00000267141,476,0.0547
ENSG00000250230,7477,0.0547
ENSG00000262681,1590,0.0547
FNDC11,14333,0.0547
ENSG00000289445,1533,0.0547
MSMP,15687,0.0547
NOC2LP2,523,0.0547
SLC25A47,7770,0.0547
MEI1,17162,0.0547
NXT2,17394,0.0547
GPR19,16995,0.0547
ENSG00000237581,355,0.0547
ENSG00000232019,10158,0.0547
GZMK,225,0.0547
IGF2BP2-AS1,17021,0.0547
C1orf94,4383,0.0547
PLEKHA3P1,5440,0.0547
TAGLN,17546,0.0547
ENSG00000257191,15848,0.0547
ANKRD30BP1,9055,0.0547
ESRRAP2,15839,0.0547
ZNF717,17966,0.0547
IL9RP4,584,0.0547
ENSG00000236921,9448,0.0547
NFASC,17481,0.0547
RCCD1,17688,0.0547
SINHCAF,18298,0.0547
ENSG00000267780,4608,0.0547
ENSG00000287980,1208,0.0546
ARHGEF37,17618,0.0546
C1QTNF1-AS1,15553,0.0546
ENSG00000229964,7678,0.0546
AHCYL1,18295,0.0546
ERVMER34-1,14814,0.0546
NAGLU,17584,0.0546
ENSG00000288976,9825,0.0546
ENSG00000270435,613,0.0546
LINC03046,16636,0.0546
LINC02527,1620,0.0546
TMPRSS11A,12891,0.0546
C4A,4598,0.0546
GCDH,17675,0.0546
ENSG00000226661,10486,0.0546
ENSG00000284418,16930,0.0546
CTAGE8,2986,0.0546
MT1H,4398,0.0546
ENSG00000272347,4994,0.0546
RPL6P2,9718,0.0546
PACRGL,18015,0.0546
LINC02808,6268,0.0546
SPACA9,17138,0.0546
PPP1R36,16909,0.0546
CA10,16540,0.0546
TMPRSS15,17212,0.0545
GLOD5,13697,0.0545
ENSG00000291022,5748,0.0545
PAGE2B,9925,0.0545
ENSG00000254092,15327,0.0545
TTLL9,16799,0.0545
NAPG,18258,0.0545
MTCO2P17,206,0.0545
C12orf43,17642,0.0545
LINC01758,150,0.0545
CARD16,15276,0.0545
GRM6,2568,0.0545
FAM178B,15472,0.0545
SEC63P2,955,0.0545
SEPTIN14,15766,0.0545
ICAM3,17406,0.0545
ENSG00000271314,908,0.0545
ENSG00000290183,17686,0.0545
ZCRB1P1,14140,0.0545
ZNF536,17029,0.0545
ENSG00000289494,15775,0.0545
IRX6,3810,0.0545
GPRIN3,18002,0.0544
ENSG00000291126,13205,0.0544
FAM81B,14381,0.0544
BMP8B,16568,0.0544
ENSG00000283667,11380,0.0544
ZNF821,17885,0.0544
CCDC184,7576,0.0544
LYL1,8523,0.0544
ENSG00000255114,17316,0.0544
ENSG00000287275,16500,0.0544
LILRB1-AS1,233,0.0544
NUP37,18000,0.0544
TRABD-AS1,9752,0.0544
KDM7A-DT,17080,0.0544
R3HDML,9514,0.0544
SNORA74-2,68,0.0544
LINC01991,793,0.0544
ENSG00000271370,2225,0.0544
ENSG00000279086,15492,0.0544
ENSG00000279721,10955,0.0544
HROB,17642,0.0544
ENSG00000249259,15450,0.0544
ENSG00000275709,12474,0.0544
DACH2,16803,0.0544
ENSG00000267426,16489,0.0544
LCA5L,17272,0.0543
FAM156A,17652,0.0543
ENSG00000291132,13447,0.0543
MTX1P1,6399,0.0543
CHUK-DT,15488,0.0543
GARIN2,16083,0.0543
ENSG00000228084,11986,0.0543
ENSG00000264705,2200,0.0543
ENSG00000265460,13910,0.0543
HDHD3,17482,0.0543
ENSG00000272918,16435,0.0543
SPINK5,16999,0.0543
ENSG00000236710,4011,0.0543
WDR5B,17061,0.0543
ENSG00000214248,14965,0.0543
ENSG00000230759,726,0.0543
UPK1B,15249,0.0543
LARGE2,14649,0.0543
ZSCAN12,17218,0.0543
TRIM24,18234,0.0543
RXYLT1,17723,0.0543
EIF2AK3-DT,15716,0.0543
ENSG00000286347,1816,0.0543
LINC00374,744,0.0543
ENSG00000288751,6919,0.0543
TMEM121B,9741,0.0543
ENSG00000287141,3178,0.0543
CYB561D2,17645,0.0542
MAPK9,18044,0.0542
ENSG00000248636,16654,0.0542
ENSG00000275038,803,0.0542
MRS2,17877,0.0542
ENSG00000267059,16405,0.0542
ENSG00000286081,3818,0.0542
RPL7P23,4031,0.0542
DDX3P1,15900,0.0542
NPIPB12,16657,0.0542
NOTCH2,18291,0.0542
VDAC2P5,12007,0.0542
NANOGNBP3,15043,0.0542
POTEJ,7055,0.0542
ANKRD20A21P,15364,0.0542
ENSG00000279393,874,0.0542
KCNC4-DT,873,0.0542
MRPS31P5-1,17161,0.0542
ZNF329,17331,0.0542
ODAD4,17501,0.0542
LINC02066,2980,0.0542
ENSG00000269635,16966,0.0542
ENSG00000251357,15605,0.0542
SLC2A2,9389,0.0542
TBXA2R,14186,0.0542
PPOX,17603,0.0542
SEPTIN14P24,130,0.0542
SCO1,17946,0.0542
NDUFB2,18038,0.0542
LINC02465,14060,0.0541
ENSG00000239994,199,0.0541
ENSG00000289222,13316,0.0541
BTK,11911,0.0541
ENSG00000249593,16319,0.0541
ENSG00000289949,7898,0.0541
PART1,16454,0.0541
ENSG00000263986,13263,0.0541
Y_RNA-143,2906,0.0541
LALBA,63,0.0541
TBC1D22A-DT,17545,0.0541
ENSG00000251168,9087,0.0541
RN7SKP119,638,0.0541
ENSG00000277460,2787,0.0541
TBX15,16715,0.0541
NDNF-AS1,1739,0.0541
ZNF442,17315,0.0541
FAHD2A,17806,0.0541
ENSG00000272411,775,0.0541
EMSY-DT,17196,0.0541
CTSF,15748,0.0541
RAX,671,0.0541
MARCHF10,14397,0.0541
ASB12,2701,0.0541
ENSG00000251484,5231,0.0541
LRRC34,16206,0.0541
SEPTIN12,12665,0.0541
NT5C,17684,0.0541
KCNK12,13872,0.0541
EMX2OS,12099,0.0541
ENSG00000233542,2117,0.0541
HTRA1,17530,0.0541
ENSG00000261762,3022,0.0541
ENSG00000289152,16616,0.054
RPL6P10,16400,0.054
ENSG00000289278,1442,0.054
ENSG00000268053,132,0.054
ENSG00000287171,1860,0.054
MRPL33,18183,0.054
FBLL1,4665,0.054
LINC02378,11334,0.054
UBA52P8,1378,0.054
LINC01551,13731,0.054
TUT1,17595,0.054
B3GAT2,16994,0.054
CCN4,17248,0.054
GTF2IP14,17455,0.054
AFM,2860,0.054
ENSG00000251099,266,0.054
HNRNPRP1,5578,0.0539
ENSG00000217139,2337,0.0539
LINC02318,5667,0.0539
LRRC52-AS1,10985,0.0539
LINC01210,7109,0.0539
ENSG00000257004,13941,0.0539
CYP51A1-AS1,15769,0.0539
ENSG00000247130,8404,0.0539
DENND6A-DT,12407,0.0539
KLC3,16735,0.0539
FAM133A,15272,0.0539
ENSG00000283696,17528,0.0539
MRPL24,17760,0.0539
ARHGAP15-AS1,9155,0.0539
GSTA1,784,0.0539
ENSG00000288720,16226,0.0539
LINC02129,10911,0.0539
ENSG00000290807,4232,0.0539
ENSG00000273219,12517,0.0539
KCTD14,16855,0.0539
TYROBP,1531,0.0539
MKX-AS1,4906,0.0539
LINC02995,1006,0.0539
ENSG00000254002,11120,0.0539
ENSG00000169164,173,0.0539
ENSG00000267244,2166,0.0539
LRRC71,10456,0.0539
LINC00290,10064,0.0539
GAS2L2,3555,0.0539
ENSG00000206878,7774,0.0539
ENSG00000250149,16457,0.0539
FAM47E-STBD1,11578,0.0538
MRGPRX2,1639,0.0538
SETD9,17577,0.0538
ENSG00000243062,3736,0.0538
PIWIL3,9069,0.0538
ENSG00000228142,11984,0.0538
ENSG00000285736,14832,0.0538
ENSG00000255118,963,0.0538
MIR30DHG,17297,0.0538
ZNF567-DT,16765,0.0538
MRPL37,18042,0.0538
UVRAG-DT,12580,0.0538
ENSG00000260798,15091,0.0538
ZNF311,14877,0.0538
FGF14-AS2,7227,0.0538
ENSG00000258631,14957,0.0538
ENSG00000227713,412,0.0538
PNLIPRP3,14237,0.0538
NPM1P2,8893,0.0538
ENSG00000277770,141,0.0538
CAGE1,14716,0.0538
OR1L8,10094,0.0537
TMSB4Y,5862,0.0537
AIFM3,14105,0.0537
ENSG00000215838,13909,0.0537
HLA-DRB9,6267,0.0537
GGT2P,1126,0.0537
FMO7P,233,0.0537
TUSC1,12635,0.0537
ENSG00000258964,17395,0.0537
ENSG00000282840,13138,0.0537
STK35,18253,0.0537
ADGB,15388,0.0537
RPS7P10,2396,0.0537
RPL12P10,2056,0.0537
ZNF799,17131,0.0537
ENSG00000224549,3944,0.0537
LINC02369,3106,0.0537
ENSG00000280122,4001,0.0537
ENSG00000286883,17182,0.0537
ST8SIA5,17158,0.0537
ENSG00000273102,6693,0.0537
ENSG00000255345,1384,0.0537
TAS2R5,6674,0.0537
ENSG00000289631,5980,0.0537
SMYD1,5408,0.0537
Y_RNA-722,2221,0.0537
RPL3P3,135,0.0537
FCER1G,12963,0.0537
ZNF419,17401,0.0537
CLEC4A,17663,0.0537
ENSG00000257611,1725,0.0537
ORMDL2,17697,0.0537
ENSG00000233268,2021,0.0537
ZSWIM7,17904,0.0537
LINC00671,8269,0.0537
OR4B1,304,0.0537
ENSG00000288056,8287,0.0537
ASB2,14197,0.0537
ENSG00000260290,11157,0.0537
APC2,17242,0.0537
ENSG00000267731,12977,0.0536
LINC01706,726,0.0536
ENSG00000260955,16250,0.0536
ZNF90,16202,0.0536
ENSG00000226756,11854,0.0536
ENSG00000237390,1093,0.0536
ENSG00000286362,16487,0.0536
ENSG00000260917,16519,0.0536
MIR142HG,8559,0.0536
SPA17,17579,0.0536
ZNF541,15215,0.0536
TMEM74,15678,0.0536
NCOA4P2,199,0.0536
SMIM23,4939,0.0536
SPATA31C2,109,0.0536
ENSG00000272755,6935,0.0536
TNFRSF10A-AS1,11031,0.0536
RERE-AS1,13864,0.0536
PAX3,17750,0.0536
GPR84-AS1-1,12943,0.0536
PUSL1,17214,0.0536
SYT10,14551,0.0536
ENSG00000275638,10279,0.0536
ENSG00000234540,11746,0.0536
LINC02958,11070,0.0536
KRT26,2386,0.0536
ENSG00000290025,1541,0.0536
ENSG00000253184,10326,0.0536
CLEC18C,3184,0.0536
ENSG00000263212,17193,0.0536
BNIP3P19,48,0.0535
ENSG00000253530,7195,0.0535
ENSG00000268081,12921,0.0535
SPTB,16787,0.0535
CCNYL2,16197,0.0535
ENSG00000287795,14153,0.0535
ENSG00000253536,360,0.0535
ZAR1,3052,0.0535
RPL23AP97,3852,0.0535
THRAP3P1,7799,0.0535
ENSG00000291205,14387,0.0535
TMEM109-DT,910,0.0535
ENSG00000253888,2365,0.0535
ENSG00000260011,13289,0.0535
C15orf40,17728,0.0535
PANK2,18177,0.0535
RPL35AP26,212,0.0535
TNR,15037,0.0535
ZSCAN4,2008,0.0535
LINC01675,5874,0.0535
SPATC1L,16636,0.0535
ENSG00000255005,14926,0.0535
GPR101,874,0.0535
LINC02604,13995,0.0535
CLDN19,3135,0.0535
ENSG00000290048,17134,0.0535
ENSG00000289478,619,0.0535
ENSG00000272072,12954,0.0534
ENSG00000289018,7263,0.0534
AKR1D1,15052,0.0534
PPIP5K1,17881,0.0534
LINC02509,12445,0.0534
ENSG00000248583,1768,0.0534
ZNF232-AS1,17071,0.0534
LINC02830,143,0.0534
SORCS1,17371,0.0534
ENSG00000286755,10934,0.0534
RUNDC3A,12330,0.0534
CIB2,17074,0.0534
ENSG00000287710,13235,0.0534
ADAMTS4,16313,0.0534
ENSG00000250603,10253,0.0534
LINC01490,805,0.0534
ENSG00000286978,3585,0.0534
GATB,17689,0.0534
HMGB1P1,14269,0.0534
ENSG00000288009,13130,0.0534
FHL5,5902,0.0534
ENSG00000267198,6948,0.0534
FXYD3,16663,0.0534
RDH10-AS1,16682,0.0534
ENSG00000254208,705,0.0534
ENSG00000285838,6083,0.0534
ACRP1,2110,0.0533
LINC01478,14753,0.0533
COLCA1,9219,0.0533
E4F1,17759,0.0533
CNEP1R1,17791,0.0533
TRPV4,16097,0.0533
ENSG00000291068,17616,0.0533
RN7SL815P,2953,0.0533
TEX101,9534,0.0533
ENSG00000285643,86,0.0533
ENSG00000273226,11992,0.0533
ENSG00000266014,4314,0.0533
ZBED5-AS1,17189,0.0533
DNAAF10,17632,0.0533
Y_RNA-611,609,0.0533
ACTL6B,11314,0.0533
GARIN4,9314,0.0533
SETP2,4204,0.0533
LINC02817,3777,0.0533
ENSG00000272372,692,0.0533
SUB1P1,3202,0.0533
PNMA8A,11912,0.0533
ENSG00000249773,17267,0.0533
RPL23AP75,139,0.0533
ENSG00000229607,3656,0.0533
LINC02976,17674,0.0533
ABHD12,18256,0.0533
ENSG00000289221,6523,0.0533
PIGM,17821,0.0533
ENSG00000287413,9392,0.0533
RXRG,6406,0.0533
ENSG00000288612,16644,0.0532
NECTIN4-AS1,2506,0.0532
THAP8,17374,0.0532
RORC,14424,0.0532
ENSG00000287965,16915,0.0532
ENSG00000291165,440,0.0532
UTP14C,12128,0.0532
ENSG00000271857,7170,0.0532
DLGAP2,16709,0.0532
ENSG00000290079,943,0.0532
ENSG00000269095,1313,0.0532
GBAP1,15342,0.0532
ENSG00000255021,2438,0.0532
LINC02499,2922,0.0532
CDIP1,17434,0.0532
SEC24B-AS1,17396,0.0532
ENSG00000287330,16260,0.0532
ENSG00000255126,2417,0.0532
ENSG00000227206,10252,0.0532
SMARCE1P6,12830,0.0532
REC114,16428,0.0532
SPATA22,14899,0.0532
XKR4,16498,0.0532
ENSG00000235400,1996,0.0531
ENSG00000226197,16332,0.0531
ENSG00000286108,1627,0.0531
ENSG00000289960,16107,0.0531
SPINK6,9297,0.0531
ENSG00000227033,15277,0.0531
RAP1BP3,5646,0.0531
CEP76,18018,0.0531
ANKRD20A9P,15374,0.0531
TMEM231,17617,0.0531
ENSG00000271725,12157,0.0531
ENSG00000260144,17411,0.0531
ENSG00000228154,161,0.0531
ENSG00000260086,16797,0.0531
ENSG00000274104,10944,0.0531
TP73-AS3,8111,0.0531
ZDHHC2,18034,0.0531
EXOG,17936,0.0531
YIF1B,17721,0.0531
ENSG00000267552,16364,0.0531
WDR81,17688,0.0531
ENSG00000275197,1543,0.0531
DOK4,17662,0.0531
LINC02760,1084,0.0531
ANHX,1249,0.0531
ASF1A,17725,0.0531
PDILT,6242,0.0531
ENSG00000266490,15049,0.0531
ENSG00000273454,7296,0.0531
PRDM4-AS1,16850,0.053
CHRDL1,13596,0.053
ENSG00000268030,16239,0.053
ENSG00000261766,17232,0.053
LINC02700,7903,0.053
ENSG00000289451,5860,0.053
ZDHHC22,5642,0.053
ENSG00000290068,14315,0.053
ENSG00000230972,11838,0.053
ANKRD33BP1,4833,0.053
PHB2,17940,0.053
LINC03024,3166,0.053
SLC9B1P1,1106,0.053
ENSG00000260796,16875,0.053
CR1L,15058,0.053
ENSG00000255843,412,0.053
ENSG00000256739,2656,0.053
CES3,15856,0.053
RN7SKP69,1190,0.053
TMEM213,15837,0.053
C10orf67,12258,0.053
TAF6L,17533,0.053
ENHO,4082,0.053
SPSB3,17718,0.053
ENSG00000272079,10409,0.053
RBIS,17992,0.053
HMGB1P28,577,0.053
TRMT10A,17588,0.053
MKNK1,18071,0.0529
ENSG00000280214,14001,0.0529
TAGAP,5001,0.0529
COSMOC,14957,0.0529
ANKLE1,13911,0.0529
ENSG00000286129,17740,0.0529
LDHAL6A,15770,0.0529
FABP2,2253,0.0529
ANKRD53,11694,0.0529
COX4I1,18318,0.0529
ENSG00000286572,10200,0.0529
ENSG00000236928,10978,0.0529
ENSG00000287202,16727,0.0529
TEDDM1,365,0.0529
MT1F,16457,0.0529
VWF,15405,0.0529
SPATA16,14987,0.0529
HNRNPH3P1,43,0.0529
ENSG00000280163,12931,0.0529
ENSG00000272234,1525,0.0529
ENSG00000219410,16211,0.0529
ATL1,17802,0.0529
OBI1-AS1,16982,0.0528
FAM86HP,16861,0.0528
ENSG00000288643,17129,0.0528
PAPOLA-DT,12345,0.0528
ENSG00000279838,17377,0.0528
ENSG00000272505,4217,0.0528
ACTN2,17399,0.0528
OLFM1,16817,0.0528
ENSG00000225970,6579,0.0528
ENSG00000271868,4740,0.0528
ENSG00000291185,16146,0.0528
ENSG00000225087,17585,0.0528
ARMC1,18124,0.0528
TYMSOS,17452,0.0528
LINC02291,4673,0.0528
TAFAZZIN,17706,0.0528
PDGFRB,17020,0.0528
CYCSP55,5421,0.0528
JAML,10666,0.0528
MAGEA11,6438,0.0528
CYCSP48,33,0.0528
LINC00348,12268,0.0528
ENSG00000286420,5267,0.0527
CNTN4,17312,0.0527
ENSG00000236990,9185,0.0527
ENSG00000124835,13162,0.0527
ENSG00000254138,16132,0.0527
ENSG00000288021,13299,0.0527
PCDHB1-AS1,9897,0.0527
MRPS31P2,12939,0.0527
LINC01242,13746,0.0527
ENSG00000231875,6932,0.0527
GACAT1,9903,0.0527
MYLK-AS2,4536,0.0527
ENSG00000287933,12056,0.0527
RAG1,15469,0.0527
GDF3,185,0.0527
PABPN1L,1678,0.0527
ENSG00000278668,8367,0.0527
RPL14P3,3276,0.0527
ENSG00000225498,15894,0.0527
NOL4,17443,0.0527
LINC02058,15786,0.0527
IMP3,17887,0.0527
ENSG00000269495,8914,0.0527
ENSG00000286478,15081,0.0527
INHCAP,14445,0.0527
TAS2R4,17565,0.0527
ENSG00000273464,3747,0.0527
ENSG00000253108,14108,0.0527
DDX20,17699,0.0526
ZNF132,8871,0.0526
ENSG00000265121,2786,0.0526
NOL8P1,2737,0.0526
Metazoa_SRP-7,57,0.0526
C19orf44,17462,0.0526
ZNF684,17641,0.0526
C1GALT1P2,2805,0.0526
HNRNPABP1,533,0.0526
EIF4BP3,12739,0.0526
FDX1,17901,0.0526
LINC01931,15341,0.0526
MCRS1,17669,0.0526
TBRG1,18141,0.0526
ENSG00000287688,14374,0.0526
MIR122HG,2628,0.0526
PITX1,17380,0.0526
LIMS3,9044,0.0526
ENSG00000275413,14091,0.0526
PHPT1,18016,0.0526
CDC42P6,7864,0.0526
ENSG00000258558,14527,0.0526
CLTRN,16026,0.0526
ENSG00000289701,2836,0.0526
KLC2-AS1,3207,0.0526
ZNF560,13216,0.0526
ENSG00000255835,16548,0.0526
ENSG00000287423,4763,0.0526
TARM1,4124,0.0526
ENSG00000283341,15998,0.0526
ENSG00000262304,13548,0.0526
SERHL,14788,0.0526
ENSG00000285645,2185,0.0526
ENSG00000272688,16115,0.0526
BMS1P1,17472,0.0526
DACT3,16197,0.0526
ENSG00000285842,12499,0.0526
FENDRR,16792,0.0526
EIF2S3B,14287,0.0525
ENSG00000253949,6170,0.0525
ENSG00000286662,10562,0.0525
ENSG00000280114,16663,0.0525
USP49,18124,0.0525
LINC02076,2302,0.0525
SKINT1L,6654,0.0525
ENSG00000226605,17068,0.0525
SLF2,18166,0.0525
ENSG00000236627,10875,0.0525
ENSG00000272463,8472,0.0525
OSER1-DT,17446,0.0525
ENSG00000280399,8406,0.0525
EDA2R,16625,0.0525
ENSG00000248529,3240,0.0525
RYKP1,3440,0.0525
ENSG00000254757,15471,0.0525
HERC2P10,16714,0.0525
ITGAD,12113,0.0525
ENSG00000290941,3048,0.0525
CCL13,169,0.0525
ENSG00000224280,6973,0.0525
GAPDHP33,7434,0.0525
TEX26,3488,0.0525
IGSF3P1,4159,0.0525
VWA3B,14965,0.0525
LINC02033,8253,0.0525
VTI1B,18215,0.0525
ENSG00000233219,3218,0.0525
CBX3P1,1020,0.0525
CGB2,2054,0.0525
GRM2,11156,0.0525
ST6GALNAC4P1,5869,0.0525
ENSG00000267179,16879,0.0525
SMAD5-AS1,8449,0.0525
ENSG00000228830,17029,0.0524
LINC02161,8184,0.0524
LRRC36,15898,0.0524
LINC01949,12952,0.0524
LINC02831,13205,0.0524
HMCN2,15323,0.0524
COL4A2-AS2,7851,0.0524
ENSG00000289121,16884,0.0524
PCDHGA5,13593,0.0524
INCA1,15082,0.0524
ATG4D,17674,0.0524
ENSG00000225315,11829,0.0524
ENSG00000226952,2327,0.0524
CNTF,16052,0.0524
PLAC4,16923,0.0524
APOB,17201,0.0524
ADGRF5,14472,0.0524
ENSG00000224363,15664,0.0524
ENSG00000285997,476,0.0524
ENSG00000226971,2717,0.0524
ENSG00000288982,11584,0.0524
PPP1R8,18034,0.0524
ENSG00000269318,16821,0.0524
LHX2,15866,0.0524
ENSG00000272240,748,0.0524
ENSG00000259762,9239,0.0524
DRG2,17804,0.0524
CDH3,17693,0.0524
LINC01499,15539,0.0524
MARCHF5,18284,0.0524
CLDND2,14066,0.0524
ENSG00000224626,4034,0.0524
ENSG00000271151,5297,0.0524
ENSG00000227728,1806,0.0523
VAPA,18305,0.0523
ENSG00000286470,7939,0.0523
CCDC13,17006,0.0523
ENPP7P6,13125,0.0523
PDCD6IPP1,7240,0.0523
FGF10-AS1,10358,0.0523
ZNF774,17126,0.0523
TDRP,17839,0.0523
ENSG00000273175,14254,0.0523
ENSG00000273007,14213,0.0523
MYCNUT,10839,0.0523
ENSG00000286364,10018,0.0523
H2BC19P,257,0.0523
ISOC1,17718,0.0523
AACSP1,14731,0.0523
LCT,15781,0.0523
ZNF566-AS1,7988,0.0523
TUBAP14,557,0.0523
NECAP1,18056,0.0523
HSPA1L,15741,0.0523
ENSG00000253190,11551,0.0523
OR6C1,2092,0.0523
CPB2-AS1,17403,0.0523
NMRAL1,17710,0.0523
BDH2,17361,0.0523
LINC02093,690,0.0523
ADAM2,10703,0.0523
ENSG00000248125,15947,0.0523
ENSG00000239572,15066,0.0523
ENSG00000279753,15761,0.0523
DNAJC13,18281,0.0523
LINC00265,17650,0.0523
CCDC144A,16524,0.0523
ENSG00000259508,8663,0.0523
ENSG00000243296,1319,0.0523
ENSG00000262873,9990,0.0523
ADAM33,6392,0.0523
PABPC1P4,9533,0.0522
GAPDHP72,4999,0.0522
ENSG00000251244,3607,0.0522
RPAP1,18006,0.0522
ENSG00000285448,655,0.0522
ENSG00000289041,7239,0.0522
HMGB1P44,14793,0.0522
ENSG00000234703,375,0.0522
HYAL4,7950,0.0522
ENSG00000237527,11724,0.0522
ENSG00000286070,16140,0.0522
SNHG12,17953,0.0522
ENSG00000259952,10519,0.0522
LINC02866,6326,0.0522
PPP4R3B-DT,14867,0.0522
ATP12A,7061,0.0522
RN7SL34P,3307,0.0522
ENSG00000289945,42,0.0522
OR7E122P,134,0.0522
FER1L6-AS2,15302,0.0522
GUSBP2,15351,0.0522
RN7SKP230,8149,0.0522
GPR68,15483,0.0522
BCRP7,1174,0.0522
ENSG00000288665,16925,0.0522
PAGE3,80,0.0522
ENSG00000286948,1890,0.0522
ENSG00000289515,13242,0.0522
PLAC9P1-1,4357,0.0522
PTPN23-DT,17185,0.0522
PGBD5,16854,0.0522
RNU6ATAC,7415,0.0522
ENSG00000287057,385,0.0522
PRRT3-AS1,17317,0.0522
ENSG00000227463,10442,0.0522
ENSG00000251139,7462,0.0521
ARL16,17480,0.0521
GOLGA8S,1840,0.0521
OOSP3,8779,0.0521
IATPR,14184,0.0521
ZMYND19P1,169,0.0521
ZNRF3-AS1,11996,0.0521
ENSG00000279609,1412,0.0521
TMPRSS11F,9105,0.0521
CACFD1,17157,0.0521
ULK4P1-1,417,0.0521
ENSG00000250877,403,0.0521
ENSG00000259041,1509,0.0521
ENSG00000287180,17089,0.0521
ENSG00000237669,7281,0.0521
PPA2,18301,0.0521
FER1L5,14851,0.0521
TPM1-AS,11801,0.0521
NACA2,13561,0.0521
ENSG00000286192,10655,0.0521
TNK1,15779,0.0521
ENSG00000248881,12253,0.0521
TMEM167B-DT,16243,0.0521
GRAMD4P3,877,0.0521
FRMPD3,16144,0.0521
BORCS6,16846,0.0521
ENSG00000223583,5456,0.0521
MEST,17916,0.0521
ENSG00000244459,13115,0.0521
IQCA1L,10693,0.0521
OPRD1,16038,0.0521
ENSG00000223523,15541,0.0521
RNU6-512P,183,0.0521
ENSG00000289172,4553,0.0521
ENSG00000223908,3825,0.0521
ENSG00000260677,693,0.0521
RBP1,17348,0.0521
ENSG00000279035,13505,0.052
ENSG00000286395,3671,0.052
ENSG00000286556,237,0.052
ENSG00000267598,13840,0.052
BAZ2B-AS1,14872,0.052
ENSG00000287775,2752,0.052
RPL36AP48,1090,0.052
GRXCR2,12712,0.052
CATIP-AS2,15228,0.052
TM4SF4,16273,0.052
BRINP2,12937,0.052
ENSG00000290769,5330,0.052
ENSG00000254553,16234,0.052
ENSG00000232464,1639,0.052
ENSG00000289975,11271,0.052
LINC00442,10946,0.052
HMMR-AS1,15874,0.052
ZNF813,17167,0.052
ENSG00000235774,6789,0.052
ENSG00000255670,17345,0.052
ENSG00000204003,350,0.052
LSP1,8530,0.052
ENSG00000259044,9183,0.052
LINC02113,4388,0.052
PRKCH-AS1,14419,0.052
ENSG00000278925,3195,0.052
ENSG00000230090,276,0.052
PNLIPRP1,2564,0.052
ENSG00000271353,316,0.052
MRFAP1P1,14490,0.052
KLK13,2726,0.052
PEX2,18048,0.052
LINC00652,2985,0.052
GTF2IP1-1,8422,0.0519
ENSG00000269321,2077,0.0519
EIF2S2P5,4746,0.0519
ENSG00000264300,8774,0.0519
WRAP73,17577,0.0519
METTL18,17121,0.0519
SPAAR,10978,0.0519
ENSG00000258772,7433,0.0519
DUTP7,85,0.0519
ENPP7P4,17317,0.0519
HNRNPA1P55,5517,0.0519
ENSG00000288098,17800,0.0519
ENSG00000205745,29,0.0519
ENSG00000285634,4289,0.0519
ENSG00000291188,16180,0.0519
OR5V1,6818,0.0519
ENSG00000286670,9382,0.0519
ENSG00000230563,13172,0.0519
ENSG00000226552,50,0.0519
ENSG00000291032,16626,0.0519
HSPD1P9,3057,0.0519
CD84,4913,0.0519
ENSG00000255087,10974,0.0519
PLA1A,12557,0.0519
