gene,n_pairs,r
ENSG00000253965,11224,0.0581
H2AC19,6745,0.0581
Y_RNA-18,327,0.0581
ENSG00000287862,16514,0.0581
PIGR,16210,0.0581
NXNL1,5198,0.0581
ENSG00000213076,7758,0.0581
PTCH2,17200,0.0581
FAM221B,6668,0.0581
LINC00642,4786,0.0581
CEP250-AS1,16865,0.0581
RPL12P27,6900,0.0581
ENSG00000244464,7392,0.0581
LINC01894,5641,0.0581
MIR205HG,4527,0.0581
MAP3K4-AS1,11895,0.0581
ENSG00000268309,10456,0.0581
SNHG9,17428,0.0581
NHLH1,15996,0.0581
ANAPC11,17959,0.0581
CELF6,16973,0.0581
ENSG00000288868,14882,0.058
SLFN11,17673,0.058
EVA1CP6,1648,0.058
TMEM204,14516,0.058
CFAP58-DT,6716,0.058
AGAP4,17518,0.058
AK2P2,3124,0.058
LINC00303,2900,0.058
PTPN20,12139,0.058
RAB24,17795,0.058
ENSG00000285529,3973,0.058
DM1-AS,14756,0.058
CYB5R1,17768,0.058
LINC01365,403,0.058
PGAP4,16648,0.058
CEACAM3,2834,0.058
ENSG00000287913,14817,0.058
CS,18243,0.058
TLR10,7863,0.058
LINC02607,14189,0.058
ENSG00000260578,8392,0.058
LPAR3,16245,0.058
ZFP82,17379,0.058
LINC02728,17042,0.058
ENSG00000272305,17602,0.058
MTND4LP3,72,0.058
ENSG00000260126,17050,0.058
ACADS,17498,0.058
MAMDC2,16972,0.058
CPLX2,16797,0.058
PWWP2B,17299,0.058
RASL11A,14886,0.058
ENSG00000286240,10238,0.058
ZKSCAN4,17275,0.058
ENSG00000272966,6531,0.058
TMEM26,5514,0.058
CLTC,18326,0.0579
ENSG00000256686,6698,0.0579
ADCY5,14933,0.0579
ENSG00000264148,8747,0.0579
ENSG00000255655,12983,0.0579
MED15P7,1875,0.0579
NCF2,16769,0.0579
ENSG00000269275,752,0.0579
ENSG00000286749,15592,0.0579
LAIR2,8905,0.0579
C12orf73,17978,0.0579
TMEM121,13087,0.0579
LINC02558,14079,0.0579
HLA-DPB2,2809,0.0579
RSPH1,16378,0.0579
NCBP2L,2830,0.0579
MPRIP-AS1,13587,0.0579
LINC01772,17462,0.0579
LINC00680,15361,0.0579
ENSG00000267174,17305,0.0579
TPTE2P3,12587,0.0579
LINC02533,2815,0.0579
RPL35AP28,1711,0.0579
ENSG00000248318,15764,0.0579
LINC00888,16439,0.0579
ENSG00000272024,6909,0.0579
LCE3E,829,0.0579
ENSG00000234083,8570,0.0579
ENSG00000271078,1569,0.0579
DIPK1B,14608,0.0579
BCDIN3D-AS1,16247,0.0579
NUDT1,17566,0.0579
ZNF599,16222,0.0579
TRAPPC6A,17506,0.0579
ALG12,17694,0.0578
ENSG00000269289,15652,0.0578
ARHGAP17,18255,0.0578
ENSG00000238258,10746,0.0578
RCAN3,18108,0.0578
NUP205,18192,0.0578
HNRNPDP1,768,0.0578
ENSG00000254436,46,0.0578
GSDMA,13807,0.0578
ENSG00000236796,16461,0.0578
TRIM7,16928,0.0578
ENSG00000288787,9732,0.0578
CERKL,13618,0.0578
TPH1,14576,0.0578
HPSE,16812,0.0578
ENSG00000225889,16084,0.0578
TRIM8-DT,16411,0.0578
ENSG00000270558,15658,0.0578
ENSG00000287088,6135,0.0578
MIR4453HG,16512,0.0578
NSUN5P2-1,17012,0.0578
ENSG00000286337,2274,0.0578
MSANTD3P1,1696,0.0578
ENSG00000257464,1533,0.0578
ENSG00000285669,17139,0.0578
PLVAP,13220,0.0578
RB1-DT,15142,0.0578
RNFT1-DT,13676,0.0578
M1AP,14825,0.0578
ARHGEF4-AS1,5010,0.0578
ENSG00000288066,14241,0.0578
B3GALT5,17375,0.0578
WASF4P,9548,0.0578
CISD1,17753,0.0578
ENSG00000240673,110,0.0577
ACKR4,15963,0.0577
ENSG00000286642,11053,0.0577
ENSG00000261379,6337,0.0577
FGF8,13060,0.0577
TCTE1,15513,0.0577
ENSG00000248734,17521,0.0577
ENPP7P5,13861,0.0577
SDR9C7,3978,0.0577
LINC02763,17043,0.0577
ENSG00000226375,2179,0.0577
ENSG00000287859,10383,0.0577
TMEM233,13913,0.0577
ENSG00000288038,4100,0.0577
PPIAP72,16158,0.0577
ENSG00000287198,5525,0.0577
CFAP47,16121,0.0577
LINC02088,3969,0.0577
ENSG00000253825,12662,0.0577
MCAM,16987,0.0577
UBXN2B,18159,0.0577
ADH1B,5035,0.0577
OR2L1P,769,0.0577
SAAL1,17789,0.0577
CEACAM22P,5592,0.0576
ENSG00000273375,5376,0.0576
HLA-DRB5,8075,0.0576
ENSG00000290435,2182,0.0576
A2M-AS1,11008,0.0576
CENPV,17554,0.0576
CYCSP6,3604,0.0576
ZNF844,17436,0.0576
ENSG00000286355,11356,0.0576
GNG13,1290,0.0576
ABO,16876,0.0576
ENSG00000288853,11598,0.0576
ENSG00000274363,1814,0.0576
ENSG00000248347,15730,0.0576
ENSG00000286211,7189,0.0576
ENSG00000259582,10470,0.0576
HBZ,15446,0.0576
LTF,7634,0.0576
HLA-F,17855,0.0576
ENSG00000228172,15874,0.0576
TRIM6,16113,0.0576
PRELP,7006,0.0576
IKBKB,18135,0.0576
MILIP,17092,0.0576
ENSG00000286289,486,0.0576
HOXA9,17254,0.0576
CYP3A4,7701,0.0576
ENSG00000253681,1032,0.0576
CD70,17709,0.0576
SLC18A1,6672,0.0576
ADCY10,17598,0.0576
IQUB,17410,0.0576
SAG,15718,0.0576
ADAT3,17103,0.0576
S1PR4,8104,0.0576
ENSG00000256083,16959,0.0576
ENSG00000259720,10668,0.0576
ACTL10,5944,0.0576
ADGRB1,16549,0.0576
ENSG00000279807,363,0.0576
MIOS-DT,16090,0.0575
DAPL1,10205,0.0575
TMEM220,16788,0.0575
ENSG00000236724,8032,0.0575
ENSG00000287537,2551,0.0575
ENSG00000235575,14247,0.0575
PIGP,17548,0.0575
ENSG00000289012,14235,0.0575
ENSG00000271825,6209,0.0575
ENSG00000253125,16213,0.0575
ENSG00000233884,591,0.0575
ENSG00000259115,12637,0.0575
PM20D2,17855,0.0575
TRMT12,17168,0.0575
ENSG00000279075,295,0.0575
NPIPA8,2851,0.0575
DDX59-AS1,17001,0.0575
ENSG00000272669,15302,0.0575
ENSG00000287777,10973,0.0575
CCDC168,16572,0.0575
ENSG00000287156,6800,0.0575
ENSG00000231128,15571,0.0575
ROM1,14490,0.0575
ENSG00000231970,16669,0.0575
ENSG00000277959,14087,0.0575
ASB5,10931,0.0575
OVGP1,16974,0.0575
NUFIP1P1,3706,0.0575
ENSG00000226545,3170,0.0575
SPRR2E,1264,0.0575
LINC02485,5668,0.0574
ENSG00000266111,14916,0.0574
ROPN1L,17218,0.0574
CUBNP3,5378,0.0574
XGY2,11071,0.0574
MPHOSPH10P2,8705,0.0574
ENSG00000251205,10353,0.0574
ENSG00000273599,14657,0.0574
TUBB1,11704,0.0574
ENSG00000250509,14155,0.0574
RHBG,7587,0.0574
ENSG00000274184,16174,0.0574
NBEAP1,15481,0.0574
TXLNG,18295,0.0574
RPL7AP9,371,0.0574
CASKIN1,17039,0.0574
HIGD2A,17728,0.0574
AKR7L,15880,0.0574
ENSG00000286953,12509,0.0574
APOBEC1,8905,0.0574
NT5M,17440,0.0574
ENSG00000285159,12146,0.0574
ENSG00000272588,12194,0.0574
ENSG00000277619,2710,0.0574
CHRDL2,9082,0.0574
PSG3,4640,0.0574
UNGP3,1271,0.0574
LINC00938,17707,0.0574
ENSG00000233388,1102,0.0574
UBXN8,17432,0.0574
LINC02077,534,0.0574
ENSG00000274642,14150,0.0574
ENSG00000280217,1133,0.0574
CREB3L4,17398,0.0574
ENSG00000260046,5937,0.0573
IPO7P1,6776,0.0573
ENSG00000228366,335,0.0573
ACTL7B,163,0.0573
CAP1,18321,0.0573
C10orf143,16042,0.0573
NAP1L6P,1871,0.0573
ENSG00000253373,1808,0.0573
SPACA7BP,11448,0.0573
ENSG00000263809,9338,0.0573
ENSG00000223977,77,0.0573
ENSG00000273760,5819,0.0573
RNVU1-28,1302,0.0573
AEBP1,15436,0.0573
ENSG00000285676,15077,0.0573
ALG10B,17399,0.0573
ULK4P2,4966,0.0573
ZNF571,17837,0.0573
ZAR1L,9044,0.0573
WFDC9,6880,0.0573
LINC00997,16119,0.0573
PBX3-DT,4708,0.0573
ENSG00000261332,645,0.0573
ENSG00000280179,436,0.0573
ZNF3,18053,0.0573
ENSG00000273729,10730,0.0573
ENSG00000273443,5118,0.0573
PREX2,16287,0.0573
ENSG00000224815,495,0.0573
RPS19P1,1469,0.0572
ENSG00000231204,14619,0.0572
ZNF626,16238,0.0572
ENSG00000254091,1184,0.0572
MYH11,17278,0.0572
ENSG00000286174,9240,0.0572
OR2T12,2479,0.0572
SRR,17616,0.0572
FALEC,16589,0.0572
EGOT,12550,0.0572
OSCP1,17466,0.0572
ENSG00000259087,10690,0.0572
Y_RNA-196,16593,0.0572
ST20-AS1,14136,0.0572
POM121L2,8934,0.0572
ENSG00000291168,3946,0.0572
LDLRAD2,14165,0.0572
LINC02196,16276,0.0572
ENPP7P10,15621,0.0572
ENSG00000266368,15789,0.0572
LINC01691,1320,0.0572
CYP2C9,5893,0.0572
RPS23P3,86,0.0572
RMND5B,17957,0.0572
ENSG00000290660,11493,0.0572
STAB2,15074,0.0572
UCP1,5351,0.0572
NETO1,16343,0.0572
ENSG00000264813,8141,0.0572
ENSG00000287474,16909,0.0572
SEPTIN7P7,11938,0.0572
PMS2P3,17362,0.0572
UNG,17711,0.0572
C5orf63,16605,0.0571
ENSG00000286839,7512,0.0571
IGFBP7-AS1,11642,0.0571
ENSG00000283692,16181,0.0571
HAO2,4207,0.0571
BAD,17709,0.0571
LIAS,17659,0.0571
ENSG00000268163,17586,0.0571
UCHL1-DT,13993,0.0571
ENSG00000286815,739,0.0571
SEMA4D,17990,0.0571
RN7SL697P,3310,0.0571
ALKBH4,17686,0.0571
FARP2,18255,0.0571
ENSG00000288039,7772,0.0571
LINC00211,10995,0.0571
LINC01039,9690,0.0571
STAM-DT,16687,0.0571
LCMT1-AS1,16721,0.0571
BCOR,18259,0.0571
P3H3,17219,0.057
LINC00520,16986,0.057
PSMB10,17476,0.057
APCDD1L,17274,0.057
ENSG00000286722,12620,0.057
ADCY1,17682,0.057
RFESD,17217,0.057
ENSG00000291143,15381,0.057
CNR2,12205,0.057
RHOQP2,3878,0.057
TMEM237,17736,0.057
ENSG00000253875,15177,0.057
CDC23,17925,0.057
ENSG00000248176,7445,0.057
HARBI1,17006,0.057
ENSG00000264012,2492,0.057
Y_RNA-542,5626,0.057
RNU6-571P,209,0.057
ENSG00000273338,15077,0.057
TMEM234,17518,0.057
ENSG00000225680,13576,0.057
ENSG00000288103,3869,0.057
ENSG00000234936,13510,0.0569
SRRM2-AS1,16938,0.0569
NXPH2,11364,0.0569
CALHM2,15488,0.0569
ENSG00000289881,4873,0.0569
ENSG00000233581,13643,0.0569
ENSG00000289699,4078,0.0569
ENSG00000255839,14119,0.0569
EFCAB8,17452,0.0569
ENSG00000206898,3014,0.0569
GTF2IRD1P1-1,16562,0.0569
CTDP1-DT,16834,0.0569
HSPE1-MOB4,17198,0.0569
RNU6-388P,5969,0.0569
PCMTD1-DT,17371,0.0569
ENSG00000236885,9783,0.0569
ENSG00000289954,216,0.0569
ENSG00000288998,15818,0.0569
ENSG00000285695,2453,0.0569
ENSG00000290146,17686,0.0569
PPM1J-DT,2290,0.0569
ENSG00000287117,16735,0.0569
HAND2-AS1,16810,0.0569
NTMT2,5644,0.0569
C10orf95,13292,0.0569
IARS2P1,5797,0.0569
NRN1,17754,0.0569
ENSG00000237317,850,0.0569
ENSG00000289200,14102,0.0568
LINC00638,8288,0.0568
ENSG00000248733,6460,0.0568
ENSG00000289011,12041,0.0568
NPM1P49,11467,0.0568
IRF6,17685,0.0568
ENSG00000249856,14920,0.0568
SUCNR1,14293,0.0568
FDX1P1,207,0.0568
ACTG1P25,12976,0.0568
AGAP13P,17070,0.0568
GSEC,16899,0.0568
ENSG00000287372,7185,0.0568
C12orf56,16109,0.0568
PTH2R,17243,0.0568
SERBP1P6,9805,0.0568
ENSG00000263863,546,0.0568
PROX1-AS1,17516,0.0568
ENSG00000291212,14703,0.0568
ENSG00000289599,1416,0.0568
ENSG00000279204,3794,0.0568
BDNF,17946,0.0568
BMPR1AP2,638,0.0568
ENSG00000289837,15982,0.0568
PDE6B,9600,0.0568
ALKBH8,17706,0.0568
ERICH6-AS1,17084,0.0568
ENSG00000272502,7912,0.0568
SPEF1,12768,0.0568
ENSG00000231533,16592,0.0568
ENSG00000284523,17471,0.0568
ENSG00000229817,4474,0.0568
CIAPIN1P,1295,0.0568
ENSG00000263708,16542,0.0568
ENSG00000272913,11015,0.0568
ENSG00000260744,12417,0.0568
RPS3AP23,4684,0.0568
MTND2P32,4564,0.0567
ENSG00000285612,12318,0.0567
MIR3976HG,14451,0.0567
SF1-DT,13803,0.0567
YIF1A,17789,0.0567
ENSG00000237316,1217,0.0567
RPL17P44,724,0.0567
SYNE1-AS1,798,0.0567
HMGB3P26,648,0.0567
LEUTX,330,0.0567
CCDC144CP,17441,0.0567
STAT4-AS1,10306,0.0567
ENSG00000228686,7395,0.0567
ENSG00000288856,1984,0.0567
ENSG00000286464,454,0.0567
ENSG00000274944,1290,0.0567
SMIM36,12967,0.0567
ENSG00000290620,2195,0.0567
ENSG00000259881,2386,0.0567
RNF208,15807,0.0567
ENSG00000237234,9193,0.0567
STEAP1B,18078,0.0567
WEE2-AS1,16976,0.0567
PCDHB14,15688,0.0567
STMND1,5929,0.0567
NPL,17153,0.0567
ENSG00000236938,5513,0.0567
ENSG00000279642,2350,0.0567
DNM1P33,6983,0.0567
ENSG00000227741,15887,0.0567
CARMIL3,15058,0.0567
SMAD1-AS2,5419,0.0566
ENSG00000255041,10607,0.0566
JARID2-AS1,772,0.0566
KCNN1,17285,0.0566
ENSG00000240296,286,0.0566
ENSG00000257329,11038,0.0566
EIF1P3,12720,0.0566
SLC2A7,7323,0.0566
ACVR2A,18173,0.0566
OR14L1P,75,0.0566
ENSG00000237896,2006,0.0566
ATP6V0A4,16589,0.0566
NPFF,13198,0.0566
ENSG00000289435,3221,0.0566
RN7SL732P,450,0.0566
ENSG00000232615,3892,0.0566
RPL23AP30,1086,0.0566
ETNPPL,4932,0.0566
ENSG00000260784,1112,0.0566
ENSG00000253911,9153,0.0566
LIM2-AS1,14140,0.0566
IL5RA,15192,0.0566
LINC01725,16679,0.0566
ENSG00000279791,4515,0.0566
ENSG00000287083,11922,0.0566
DMRT1,11540,0.0566
RPL7AP73,1778,0.0566
ENSG00000285715,2687,0.0566
PEX12P1,254,0.0566
DES,3585,0.0566
C1QTNF9B,6002,0.0566
ENSG00000237372,8104,0.0566
HOOK1,18049,0.0566
ENSG00000286945,9633,0.0566
YBX1P7,34,0.0566
HRH4,14574,0.0566
ENSG00000267801,9107,0.0566
ENSG00000270302,10701,0.0566
C2CD4B,2358,0.0565
CCDC92B,14486,0.0565
HSD11B1L,16023,0.0565
ENSG00000223374,14936,0.0565
OR7A10,891,0.0565
ENSG00000287160,2083,0.0565
HSPA5P1,16579,0.0565
ENSG00000285696,17386,0.0565
LINC02505,13357,0.0565
ENSG00000267732,4339,0.0565
MYCN,13616,0.0565
ENSG00000290832,17417,0.0565
TRMT10B,17915,0.0565
QTRT1,17653,0.0565
LMX1A,8292,0.0565
KIAA0586,18173,0.0565
UBL5,18164,0.0565
ENSG00000243939,113,0.0565
LINC02478,8488,0.0565
ENSG00000273004,14072,0.0565
ENSG00000285639,16483,0.0565
ENSG00000260269,17541,0.0565
ZDHHC7,18114,0.0565
TIGD7,17446,0.0565
LINC01912,2229,0.0565
RIMS4,13157,0.0565
LILRB5,1281,0.0564
SP2,17822,0.0564
ENSG00000248514,10370,0.0564
C5orf34-AS1,11510,0.0564
ENSG00000273275,13704,0.0564
FIGNL2,11611,0.0564
FAM98B,18046,0.0564
ENSG00000259780,5465,0.0564
LINC00881,14717,0.0564
ENSG00000272491,2071,0.0564
OR7E55P,96,0.0564
ENSG00000271958,1887,0.0564
WDR11-DT,16494,0.0564
HBG1,1132,0.0564
RBM4B,17948,0.0564
RNF183,14946,0.0564
ZNF30-AS1,13803,0.0564
ENSG00000251259,15875,0.0564
ENSG00000287218,5595,0.0564
ENSG00000249875,7716,0.0564
P2RX3,5399,0.0564
ENSG00000287510,4807,0.0564
LINC03050,12693,0.0564
LINC02254,16682,0.0564
NUDT11,15066,0.0564
ENSG00000271894,6365,0.0564
CWC25,18185,0.0564
PPP4R3B,18326,0.0564
ENSG00000259532,15775,0.0564
LINC02147,16950,0.0564
USE1,17685,0.0564
PKD1L3,16730,0.0563
ENSG00000217557,257,0.0563
PRAMENP-1,8485,0.0563
IQCG,17932,0.0563
BZW1P1,5555,0.0563
CAPN10-DT,17099,0.0563
TOE1,17376,0.0563
ENSG00000288886,7104,0.0563
ENSG00000257639,7317,0.0563
GAPDHP21,873,0.0563
SLC28A2,11184,0.0563
PLCD4,17292,0.0563
ZBBX,13864,0.0563
NCKAP1L,11573,0.0563
C4orf33,17568,0.0563
ENSG00000276136,8661,0.0563
GATD1,17721,0.0563
ENSG00000270104,275,0.0563
ENSG00000289842,12925,0.0563
RPS2P46,7595,0.0563
LYPLA2,17777,0.0562
ZNF136,17842,0.0562
ENSG00000244706,8564,0.0562
RAB38,16773,0.0562
CTSV,17388,0.0562
ENSG00000249803,15092,0.0562
ENSG00000228037,9914,0.0562
OTOA,16103,0.0562
ENSG00000264451,2969,0.0562
SCOC-AS1,16510,0.0562
ENSG00000263382,181,0.0562
ENSG00000257058,12128,0.0562
ENSG00000285545,2840,0.0562
CYCSP17,114,0.0562
ENSG00000279068,11632,0.0562
PCSK1,17650,0.0562
ENSG00000235743,12673,0.0562
ENSG00000288817,1332,0.0562
ENSG00000289315,6519,0.0562
ENSG00000255983,14387,0.0562
ENSG00000257545,17124,0.0562
TRPC4,17539,0.0562
KRT10,18088,0.0562
ENSG00000223343,10772,0.0562
DAND5,14061,0.0562
HTR1E,11411,0.0562
ENSG00000289979,6662,0.0562
ENDOG,16999,0.0562
DYTN,11583,0.0562
CZIB-DT,13121,0.0562
MRPS30,18101,0.0562
ERVE-1,3691,0.0562
ENSG00000254846,14068,0.0562
CLUAP1,17976,0.0561
RABGEF1P3,16487,0.0561
NSUN5P1-1,16904,0.0561
B3GNT4,16799,0.0561
ENSG00000279456,6597,0.0561
ENSG00000261789,425,0.0561
ENSG00000290073,17826,0.0561
ENSG00000279254,12532,0.0561
COA6,18008,0.0561
XNDC1N-ZNF705EP-ALG1L9P,17148,0.0561
MRPL22,17969,0.0561
RPL35AP4,1580,0.0561
COL6A6,15370,0.0561
RSKR,17894,0.0561
HDDC3,17217,0.0561
EGFL6,8596,0.0561
ENSG00000260958,15608,0.0561
ENSG00000231495,88,0.0561
MCF2L-AS1,8552,0.0561
LINC00865,3190,0.0561
ENSG00000286024,15664,0.0561
ENSG00000229313,2898,0.0561
ENSG00000280029,16701,0.0561
CACTIN-AS1,9920,0.0561
ENSG00000273058,8175,0.0561
ENSG00000267262,13047,0.0561
ENSG00000279465,2660,0.0561
ENSG00000254590,2110,0.0561
DDO,13612,0.0561
RGS8,3397,0.0561
ENSG00000254265,487,0.056
ENSG00000283095,1935,0.056
MTA1-DT,16329,0.056
ENSG00000289998,1778,0.056
ENSG00000267686,16912,0.056
PTX4,393,0.056
LINC02226,16172,0.056
ENSG00000259359,4823,0.056
DPY19L2P2-1,15813,0.056
TMEM30CP,16010,0.056
MIF,18325,0.056
MRPL42P1,15236,0.056
HEATR9,11238,0.056
ENSG00000269898,3383,0.056
LINC02098,9023,0.056
ENSG00000216480,2516,0.056
TMEM81,16655,0.056
ENSG00000259201,16757,0.056
LHFPL7,5418,0.056
LINC02943,1492,0.056
ENSG00000230485,731,0.056
ENSG00000275895,16976,0.056
ENSG00000270036,2201,0.056
ENSG00000278151,734,0.056
MPPE1,17640,0.056
ENSG00000253197,17097,0.056
ENSG00000289386,808,0.0559
ENSG00000272279,3477,0.0559
ENSG00000288935,12333,0.0559
ENSG00000231039,11429,0.0559
ENSG00000286605,6902,0.0559
MTCO1P22,8573,0.0559
ENSG00000250725,425,0.0559
ENSG00000291297,13123,0.0559
LINC01808,5020,0.0559
ENSG00000283907,14761,0.0559
ZBTB44-DT,16057,0.0559
RIC3,11532,0.0559
ARPP19P1,3989,0.0559
MRC1,15917,0.0559
ENSG00000278727,1547,0.0559
PRRT3,17146,0.0559
H2BK1,16650,0.0559
ENSG00000259605,14017,0.0559
TPTE2P4,15666,0.0559
ANKRD40CL,8956,0.0559
ENSG00000236501,14210,0.0559
SEPTIN7P11-1,11788,0.0559
ENSG00000274695,9727,0.0559
FGF6,3704,0.0559
LINC01470,16484,0.0559
ENSG00000289689,14619,0.0558
KHSRPP1,749,0.0558
ENSG00000272485,79,0.0558
ENSG00000271938,3328,0.0558
ENSG00000288002,14243,0.0558
ALG1L2,15303,0.0558
RNU6-1256P,249,0.0558
ENSG00000273093,1645,0.0558
EML4-AS1,13843,0.0558
ENSG00000233517,698,0.0558
SHROOM3-AS1,16316,0.0558
ENSG00000261019,4378,0.0558
LRRC39,17553,0.0558
LSM3,18035,0.0558
LINC02766,13705,0.0558
LINC00863,16715,0.0558
ENSG00000285846,10650,0.0558
ENSG00000258272,16040,0.0558
PABPC4-AS1,16382,0.0558
ZNF396,15650,0.0558
ENSG00000228073,1974,0.0558
MAD2L2,17691,0.0558
ENSG00000259704,11661,0.0557
ENSG00000263080,10046,0.0557
FLJ30679,5277,0.0557
ENSG00000254367,15511,0.0557
RN7SKP11,5881,0.0557
Metazoa_SRP-44,143,0.0557
CMKLR2-AS,13195,0.0557
ENSG00000288004,7170,0.0557
ENSG00000253263,10795,0.0557
CALHM4,8143,0.0557
HSPE1P2,2098,0.0557
LINC01516,8468,0.0557
ENSG00000271774,17312,0.0557
ZNF584,17622,0.0557
ENSG00000287373,8354,0.0557
ENSG00000270228,11722,0.0557
ERICH5,13427,0.0557
LINC02841,1054,0.0557
SHE,9514,0.0557
LINC00449,6031,0.0557
ENSG00000234983,1414,0.0557
C11orf68,17334,0.0556
ENSG00000266824,12189,0.0556
LINC02868,2585,0.0556
SV2A,17087,0.0556
MIA,16572,0.0556
ENSG00000267699,16932,0.0556
MLH3,18148,0.0556
MED14P1,1209,0.0556
CLCA4-AS1,16369,0.0556
LINC01150,5523,0.0556
KAT7,18116,0.0556
ENSG00000285601,13102,0.0556
ENSG00000253355,1854,0.0556
FAM153A,11619,0.0556
LINC01924,15011,0.0556
DPP8,18275,0.0556
KLF7P1,692,0.0556
ENSG00000261540,6371,0.0556
PARD6A,13872,0.0556
ENSG00000254477,8650,0.0556
INHBC,12217,0.0556
LIN28AP1,1705,0.0556
MYCL,15726,0.0556
GRM5,15989,0.0556
ENSG00000255330,14294,0.0556
PNPLA4,16286,0.0556
MRPL20,18052,0.0555
ENSG00000248601,15050,0.0555
LINC00871,17238,0.0555
LINC02745,12407,0.0555
NT5C1A,7289,0.0555
LINC02416,7502,0.0555
ENSG00000225594,623,0.0555
ASNSP1-1,5407,0.0555
SLC17A4,2279,0.0555
ENSG00000272449,15612,0.0555
PLPPR3,16037,0.0555
CFAP57,16130,0.0555
SLC26A8,15605,0.0555
ENSG00000290870,16247,0.0555
MFSD13B,16945,0.0555
EIF3J-DT,17736,0.0555
SLC6A1,8206,0.0555
ENSG00000258745,8201,0.0555
LINC00454,760,0.0555
FAM120B,18257,0.0555
IP6K3,6437,0.0555
LGALS8,18216,0.0555
ENSG00000237312,12425,0.0555
PPIH,17847,0.0555
OLIG1,3695,0.0555
ENSG00000270117,11849,0.0555
EXD1,15374,0.0555
LINC02021,16679,0.0555
ENSG00000261357,10343,0.0555
ENSG00000253613,7474,0.0554
ENSG00000285407,15138,0.0554
TNFAIP8L3,16326,0.0554
ENSG00000253330,1682,0.0554
MTCYBP32,10502,0.0554
ENSG00000287666,2105,0.0554
RPL34-DT,17634,0.0554
PCCA-AS1,15029,0.0554
MRGPRF-AS1,2478,0.0554
ZP1,11896,0.0554
SCG3,16481,0.0554
GPHB5,5692,0.0554
ENSG00000275016,16833,0.0554
TMED6,16917,0.0554
LINC01415,7002,0.0554
ENSG00000289082,11025,0.0554
ENSG00000287044,17083,0.0554
ENSG00000215512,3614,0.0554
PCAT5,4074,0.0554
OCRL,17883,0.0554
ENSG00000232043,12716,0.0554
ENSG00000287719,1578,0.0554
ENSG00000266076,17281,0.0554
CCDC175,15084,0.0554
ENSG00000288781,10463,0.0553
LINC01283,5020,0.0553
ENSG00000278084,127,0.0553
ALDH8A1,17243,0.0553
ENSG00000205794,16947,0.0553
C20orf96,17742,0.0553
OCM,8388,0.0553
B4GALT4-AS1,16149,0.0553
SLC5A4,15935,0.0553
RP9P,18080,0.0553
ENSG00000285558,17407,0.0553
ENSG00000271711,5486,0.0553
CDSN,13068,0.0553
FBXW9,17290,0.0553
HEY1,16901,0.0553
SMDT1,17633,0.0553
ADAM8,17760,0.0553
LINC01703,16362,0.0553
NDUFAF4P3,4671,0.0553
ENSG00000290112,4120,0.0553
SLC35B1,17796,0.0553
ENSG00000260398,8360,0.0553
PDIA3P1,17593,0.0553
ZKSCAN8P1,16640,0.0553
GABRG3,16667,0.0553
PSG6,4834,0.0553
PICSAR,6554,0.0553
ZNF417,17739,0.0553
ENSG00000285954,9858,0.0553
PTPRA,18327,0.0553
ENSG00000254297,837,0.0553
RHOXF1P3,15979,0.0553
FGF21,1399,0.0553
ENSG00000287500,6830,0.0553
DBF4P1,15076,0.0552
ENSG00000254686,1418,0.0552
DAP-DT,11691,0.0552
ENSG00000269604,15366,0.0552
SULT1C2P1,5320,0.0552
KRT73-AS1,1372,0.0552
ENSG00000223486,1481,0.0552
ENSG00000291242,10449,0.0552
TTLL8,6424,0.0552
TUBB2BP1,3756,0.0552
TAL2,6019,0.0552
ENSG00000287554,12021,0.0552
METTL14-DT,16684,0.0552
SLC16A9,17178,0.0552
TXNL4A,18120,0.0552
NAA10,17780,0.0552
LINC02043,14800,0.0552
IPCEF1,17194,0.0552
ENSG00000290217,12060,0.0552
NFYC-AS1,16198,0.0552
GUSBP19,7249,0.0552
ENSG00000259620,6660,0.0552
PP7080,12007,0.0552
ENSG00000286723,9181,0.0552
WNT6,11567,0.0552
RPL35AP17,1392,0.0552
RTL4,16765,0.0552
LINC01250,17464,0.0552
HSPA8P14,13353,0.0552
MSS51,17358,0.0552
TYR,14705,0.0552
ENSG00000279455,28,0.0552
GPR33,550,0.0552
NTRK1,16417,0.0552
CAMKK2,17994,0.0552
LINC02559,41,0.0552
ENSG00000274367,5763,0.0552
NFE4,11865,0.0551
LINC01098,17264,0.0551
LINC01259,517,0.0551
NXPH3,7932,0.0551
CD19,2222,0.0551
AFTPH-DT,11935,0.0551
ENSG00000266248,1774,0.0551
LINC02273,5794,0.0551
SUMO4,17363,0.0551
ENSG00000287075,1051,0.0551
ENSG00000251654,10002,0.0551
ENSG00000235127,14665,0.0551
ENSG00000250999,15054,0.0551
ENSG00000290896,554,0.0551
RPS10P7,17546,0.0551
ENSG00000279594,10773,0.0551
CHN1,18048,0.0551
ENSG00000272940,560,0.0551
OTULIN,18172,0.0551
SMN2,17244,0.0551
ENSG00000286168,6813,0.0551
ENSG00000249881,14311,0.0551
ENSG00000283411,16850,0.0551
ENSG00000249721,122,0.0551
ENSG00000254099,15342,0.0551
KCNK2,16407,0.0551
PTGES2-AS1,4679,0.0551
ENSG00000276454,1134,0.0551
PRLHR,3618,0.055
LINC01579,17097,0.055
RN7SL218P,204,0.055
TUBA3FP,11822,0.055
LINC02751,8021,0.055
ENSG00000248431,15539,0.055
ENSG00000267423,1968,0.055
LINC01962,13686,0.055
