patient,drug,n_first,n_second,n_both,jaccard
ACH-000790,Pimozide,1121,1591,352,0.1492
ACH-000790,Pioglitazone,1827,1877,738,0.2488
ACH-000790,Piroxicam,2603,1983,941,0.2582
ACH-000790,Pitavastatin (Calcium),439,3131,273,0.0828
ACH-000790,Ponatinib,1507,3551,678,0.1548
ACH-000790,Posaconazole,236,1664,154,0.0882
ACH-000790,Pralsetinib,1138,480,227,0.1632
ACH-000790,Pravastatin (sodium),1977,1249,434,0.1554
ACH-000790,Procainamide (hydrochloride),296,529,94,0.1286
ACH-000790,Proglumide,1043,1247,329,0.1678
ACH-000790,Pyridoxine,235,1291,123,0.0877
ACH-000790,Pyridoxine (hydrochloride),443,591,160,0.1831
ACH-000790,Quinestrol,265,1202,191,0.1497
ACH-000790,Quinidine (15% dihydroquinidine),328,1478,170,0.1039
ACH-000790,RMC-6236,1465,1217,398,0.1743
ACH-000790,Radotinib,251,1182,152,0.1187
ACH-000790,Ralimetinib dimesylate,1769,179,93,0.0501
ACH-000790,Raltitrexed,194,1252,131,0.0996
ACH-000790,Ranolazine,898,1101,302,0.178
ACH-000790,Rapamycin,342,2189,237,0.1033
ACH-000790,Regorafenib,1490,245,137,0.0857
ACH-000790,Relugolix,148,570,82,0.1289
ACH-000790,Resveratrol,274,1561,153,0.091
ACH-000790,Retinoic acid,326,1459,207,0.1312
ACH-000790,Rifaximin,144,692,75,0.0986
ACH-000790,Riluzole hydrochloride,343,1910,226,0.1115
ACH-000790,Rimonabant,224,1045,146,0.13
ACH-000790,Ritonavir,153,1074,86,0.0754
ACH-000790,Ropivacaine (hydrochloride monohydrate),268,1041,156,0.1353
ACH-000790,Rosiglitazone,309,951,153,0.1382
ACH-000790,Roxadustat,474,2364,286,0.1121
ACH-000790,Rucaparib (phosphate),145,719,77,0.0978
ACH-000790,Rutin (trihydrate),1147,1228,438,0.2261
ACH-000790,S-Adenosyl-L-methionine (disulfate tosylate),372,1291,214,0.1477
ACH-000790,SBI-0640756,283,284,21,0.0385
ACH-000790,Sacubitril/Valsartan,561,2400,368,0.1419
ACH-000790,Salicylic acid,312,1021,190,0.1662
ACH-000790,Sapanisertib,2030,1517,511,0.1683
ACH-000790,Saquinavir,262,1242,128,0.093
ACH-000790,Selinexor ,662,2405,443,0.1688
ACH-000790,Sildenafil,140,1439,77,0.0513
ACH-000790,Silodosin,222,342,68,0.1371
ACH-000790,Simotinib,267,297,64,0.128
ACH-000790,Sinomenine,207,722,111,0.1357
ACH-000790,Sivelestat (sodium tetrahydrate),294,2474,191,0.0741
ACH-000790,Sodium Salicylate,264,1182,148,0.114
ACH-000790,Sonidegib,2671,222,75,0.0266
ACH-000790,Sulfatinib,265,799,133,0.1429
ACH-000790,Sulfisoxazole,2425,1146,446,0.1427
ACH-000790,Sunitinib,1711,2893,812,0.2141
ACH-000790,TAK-733,935,636,198,0.1442
ACH-000790,TAK-901,1882,4927,924,0.157
ACH-000790,Tadalafil,207,1635,137,0.0804
ACH-000790,Talc,850,1030,236,0.1436
ACH-000790,Tazarotene,1954,2555,908,0.2522
ACH-000790,Temsirolimus,266,1385,171,0.1155
ACH-000790,Temuterkib,1429,324,141,0.0875
ACH-000790,Terfenadine,1751,904,279,0.1174
ACH-000790,Tetracycline (hydrochloride),223,1263,126,0.0926
ACH-000790,Thymol,191,789,74,0.0817
ACH-000790,Thymopentin,293,1726,179,0.0973
ACH-000790,Tirabrutinib,1252,1857,631,0.2546
ACH-000790,Tirabrutinib (hydrochloride),2542,3452,1267,0.268
ACH-000790,Tofacitinib,292,1665,187,0.1056
ACH-000790,Tofacitinib (citrate),284,1524,170,0.1038
ACH-000790,Tolcapone,185,1238,130,0.1005
ACH-000790,Tolmetin,528,1487,286,0.1654
ACH-000790,Tomivosertib,1173,224,105,0.0813
ACH-000790,Topotecan (hydrochloride),1676,5163,944,0.1601
ACH-000790,Torkinib,1092,254,94,0.0751
ACH-000790,Trametinib,3830,3936,1921,0.3287
ACH-000790,Trametinib (DMSO_TF solvate),1950,2321,907,0.2696
ACH-000790,Tranilast,143,1190,83,0.0664
ACH-000790,Triamcinolone,745,2871,578,0.1903
ACH-000790,Triclosan,166,1095,112,0.0975
ACH-000790,Trifluridine,152,953,86,0.0844
ACH-000790,Trimetrexate,224,1120,117,0.0954
ACH-000790,Tubulin inhibitor 6,770,153,70,0.0821
ACH-000790,Tucatinib,782,245,126,0.1398
ACH-000790,Tucidinostat,303,5948,251,0.0418
ACH-000790,ULK-101,1210,265,92,0.0665
ACH-000790,Uridine,949,2134,489,0.1885
ACH-000790,Valdecoxib,841,1390,291,0.15
ACH-000790,Vandetanib,1472,2341,656,0.2078
ACH-000790,Vemurafenib,550,291,128,0.1795
ACH-000790,Verapamil,236,771,114,0.1277
ACH-000790,Verteporfin,590,3321,378,0.107
ACH-000790,Vilanterol,144,892,82,0.086
ACH-000790,Vinblastine (sulfate),359,2657,282,0.1031
ACH-000790,Vismodegib,593,907,174,0.1312
ACH-000790,Vitamin K4,1702,1923,646,0.2169
ACH-000790,Volasertib,676,144,84,0.1141
ACH-000790,Voriconazole,978,1858,373,0.1514
ACH-000790,Vortioxetine,1446,1904,643,0.2375
ACH-000790,XRK3F2,1670,452,173,0.0888
ACH-000790,Zileuton,1133,1597,434,0.189
ACH-000790,c-Kit-IN-1,4804,274,250,0.0518
ACH-000790,crizotinib,178,1357,102,0.0712
ACH-000790,olaparib,1172,54,19,0.0157
ACH-000790,palbociclib,687,365,128,0.1385
ACH-000790,venetoclax,1029,552,234,0.1737
ACH-000790,vincristine,2008,392,206,0.0939
ACH-000790,γ-Oryzanol,952,911,278,0.1754
ACH-000793,(R)-Verapamil (hydrochloride),1700,3811,942,0.2062
ACH-000793,(S)-Crizotinib,646,1278,245,0.1459
ACH-000793,18β-Glycyrrhetinic acid,1260,3013,686,0.1912
ACH-000793,4EGI-1,4642,2618,1582,0.2786
ACH-000793,5-Azacytidine,1727,4325,977,0.1925
ACH-000793,5-Fluorouracil,1571,1238,400,0.166
ACH-000793,8-Hydroxyquinoline,1477,3362,806,0.1999
ACH-000793,9-ING-41,4699,2671,1357,0.2257
ACH-000793,APTO-253,3489,2425,1007,0.2052
ACH-000793,AT7519,2256,1538,731,0.2387
ACH-000793,AZD-7648,3913,2540,1189,0.2259
ACH-000793,AZD-8055,4689,3103,1811,0.3028
ACH-000793,AZD1390,3445,2748,1167,0.2322
ACH-000793,AZD2858,1941,1934,511,0.1519
ACH-000793,Abemaciclib,5670,3060,2193,0.3355
ACH-000793,Abiraterone acetate,1806,2112,643,0.1963
ACH-000793,Acetazolamide,2405,1350,536,0.1665
ACH-000793,Acetohexamide,1678,3460,834,0.1938
ACH-000793,Adagrasib,3485,3598,1768,0.3326
ACH-000793,Adenine,2266,3735,1310,0.2793
ACH-000793,Adenosine,1946,4099,1228,0.2549
ACH-000793,Afatinib,3780,6279,2200,0.2799
ACH-000793,Aliskiren,1827,3418,1035,0.2458
ACH-000793,Allantoin,2760,4424,1502,0.2643
ACH-000793,Allopurinol,3172,2015,923,0.2165
ACH-000793,Almonertinib (hydrochloride),2203,3272,1008,0.2257
ACH-000793,Almonertinib (mesylate),1461,2413,620,0.1905
ACH-000793,Alpelisib,3312,2656,1379,0.3005
ACH-000793,Altretamine,314,728,160,0.1814
ACH-000793,Amsacrine,1916,3763,1109,0.2427
ACH-000793,Anastrozole,2108,2319,926,0.2645
ACH-000793,Anethole trithione,3350,4231,2081,0.3784
ACH-000793,Apalutamide,158,1601,80,0.0476
ACH-000793,Aprepitant,2747,1471,633,0.1766
ACH-000793,Arbutin,455,1096,239,0.1822
ACH-000793,Artemether,2397,1959,763,0.2124
ACH-000793,Artesunate,3692,6576,2734,0.3629
ACH-000793,Asciminib,3022,1821,748,0.1827
ACH-000793,Aspirin,1721,1335,481,0.1868
ACH-000793,Ataluren,1883,1010,355,0.1399
ACH-000793,Atazanavir (sulfate),1587,1553,576,0.2246
ACH-000793,Auranofin,1487,6969,935,0.1243
ACH-000793,Azithromycin (hydrate),1566,3311,843,0.209
ACH-000793,BAY1125976,4207,5540,2081,0.2715
ACH-000793,BI-3406,4625,3327,1983,0.3322
ACH-000793,BI-78D3,5109,2284,1186,0.1911
ACH-000793,Baicalin,1825,4646,1265,0.243
ACH-000793,Balsalazide (sodium hydrate),1807,3960,1219,0.268
ACH-000793,Belinostat,1730,9249,1334,0.1383
ACH-000793,Belumosudil,1789,2052,627,0.1951
ACH-000793,Belumosudil (mesylate),4340,5135,2374,0.3343
ACH-000793,Belzutifan,3022,2048,771,0.1793
ACH-000793,Bendamustine,285,871,144,0.1423
ACH-000793,Benproperine (phosphate),676,1308,281,0.165
ACH-000793,Bentamapimod,3968,2478,1164,0.2204
ACH-000793,Benztropine (mesylate),1117,925,207,0.1128
ACH-000793,Berbamine,2919,3209,1266,0.2604
ACH-000793,Berbamine (dihydrochloride),2460,1703,687,0.1976
ACH-000793,Berberine (chloride hydrate),1419,4149,924,0.199
ACH-000793,Bergenin,1638,3465,939,0.2255
ACH-000793,Bestatin,201,1318,117,0.0835
ACH-000793,Bestatin (hydrochloride),1700,1785,538,0.1826
ACH-000793,Betamethasone dipropionate,346,903,131,0.1172
ACH-000793,Bexarotene,2381,2936,1160,0.279
ACH-000793,Bicalutamide,1688,1728,488,0.1667
ACH-000793,Bimatoprost,1768,4490,1033,0.1977
ACH-000793,Bimiralisib,4526,6113,2287,0.2738
ACH-000793,Binimetinib,5288,4201,2368,0.3325
ACH-000793,Bisoprolol (hemifumarate),586,1807,348,0.1702
ACH-000793,Bortezomib,5861,7530,3745,0.3882
ACH-000793,Bosentan (hydrate),342,2216,216,0.0922
ACH-000793,Brimonidine,1294,1247,325,0.1467
ACH-000793,Brivudine,4161,5742,2193,0.2844
ACH-000793,Budesonide,2446,2305,696,0.1716
ACH-000793,Busulfan,2181,3070,901,0.2071
ACH-000793,CP21R7,3003,2556,1059,0.2353
ACH-000793,Cabozantinib (S-malate),2069,5969,1340,0.2001
ACH-000793,Canagliflozin,337,1141,169,0.1291
ACH-000793,Canagliflozin (hemihydrate),1480,1525,367,0.1391
ACH-000793,Capivasertib,3029,1436,736,0.1974
ACH-000793,Capmatinib,3292,1798,840,0.1976
ACH-000793,Captopril,2145,971,429,0.1597
ACH-000793,Carbamazepine,1704,2283,626,0.1863
ACH-000793,Celecoxib,3937,1668,722,0.1479
ACH-000793,Cepharanthine,2387,3715,1363,0.2876
ACH-000793,Chlorhexidine (diacetate),2523,4330,1431,0.2639
ACH-000793,Ciclopirox,1186,4011,766,0.1729
