gene,n_pairs,r
RTL6,1531,0.1565
HAUS3,1552,0.1565
HSH2D,1565,0.1565
RBBP8NL,631,0.1565
ENTPD1-AS1,1590,0.1565
TMEM63A,1583,0.1564
MED19,1559,0.1564
NOM1,1578,0.1564
TRA2B,1600,0.1564
ARL4D,1537,0.1564
ROR2,1565,0.1564
SLFN11,1555,0.1563
RBMS3-AS3,1519,0.1563
KRT4,497,0.1563
STARD3NL,1571,0.1563
TSPO,1576,0.1563
GUCY1A2,1518,0.1562
QPCT,1497,0.1562
BTN3A2,1556,0.1562
CAVIN3,1399,0.1562
PANX1,1572,0.1562
PKDREJ,121,0.1561
WDR55,1565,0.1561
NBPF20,1542,0.1561
SIX5,1532,0.1561
YRDC,1553,0.1561
C1QTNF3,1507,0.1561
LSM11,1557,0.156
CACNA1H,1476,0.156
COCH,1537,0.156
TMEM200B,1238,0.156
OSR2,1488,0.156
ERVK13-1,1550,0.1559
RAD1,1564,0.1559
F2RL1,1553,0.1559
PINCR,1349,0.1558
OPA1-AS1,1444,0.1558
NME9,1515,0.1558
SMIM5,1109,0.1558
LSMEM2,1499,0.1558
ZNF786,1538,0.1558
FAM117A,1574,0.1557
MPPED2,1249,0.1557
CLYBL,1582,0.1557
GPR160,1546,0.1557
S100A9,1370,0.1556
SLC6A14,1493,0.1556
CABLES1,1565,0.1556
YPEL3,1496,0.1556
MTA3,1594,0.1556
IL17B,1113,0.1556
MAN1A1,1597,0.1555
CCNB2,1557,0.1554
HCLS1,1521,0.1554
MRM1,1480,0.1554
RAB11A,1594,0.1554
KREMEN1,1570,0.1554
PPIL2,1580,0.1553
CCDC6,1596,0.1553
TYK2,1577,0.1553
ITGB6,1562,0.1553
CYB5R2,1374,0.1553
EFCAB10,1541,0.1552
LZIC,1570,0.1552
GNAO1,1517,0.1552
WSCD1,1358,0.1552
MYO1H,1501,0.1551
LRRC17,1476,0.1551
NACA,1600,0.1551
GRM8,1526,0.1551
TMCO1,1592,0.1551
PLS1,1584,0.1551
ZDHHC11B,1539,0.155
TTN,1537,0.155
EML1,1547,0.1549
TWIST1,1524,0.1549
FGF1,1484,0.1549
WDR31,1533,0.1549
KIF5B,1600,0.1549
DSCAS,1315,0.1549
PTPRT,1498,0.1549
ADAMTSL4,1534,0.1549
RNASEL,1519,0.1549
MTOR,1587,0.1549
LFNG,1441,0.1549
ZNF721,1600,0.1548
ST14,1589,0.1548
CDH12,1554,0.1548
EPSTI1,1592,0.1548
HPS6,1511,0.1548
GOLGA8A,1569,0.1547
IGSF9,1331,0.1547
RAB13,1579,0.1547
CACNA2D1,1591,0.1547
MYBPC1,1263,0.1547
SULT1B1,881,0.1547
CYBRD1,1559,0.1547
LHX8,457,0.1546
SUPT20H,1589,0.1546
LTBR,1570,0.1546
DPYS,1399,0.1546
NPPB,899,0.1546
SCN3A,1525,0.1546
FDXR,1549,0.1546
MAPK1,1596,0.1546
SLC38A4,1506,0.1545
EIF5B,1600,0.1545
ANAPC15,1529,0.1545
ZC2HC1B,1191,0.1545
EAF2,1562,0.1545
RHOJ,1483,0.1545
IL6R,1575,0.1545
GATAD2A,1599,0.1545
PTGS1,1500,0.1545
ZBTB39,1535,0.1545
SCARA3,1482,0.1545
MEF2B,1557,0.1545
SERINC2,1575,0.1544
COX19,1593,0.1544
NUDT21,1593,0.1544
FAM30A,47,0.1543
BTG3,1585,0.1543
KCNQ3,1528,0.1543
MYH7B,1474,0.1542
MFSD9,1555,0.1542
HSD17B2,1487,0.1542
MYSM1,1598,0.1542
SYTL4,1527,0.1541
NTNG2,1466,0.154
SHANK1,1536,0.154
WNT7B,1550,0.154
MEOX1,923,0.154
XXYLT1,1582,0.154
CTSE,1093,0.1539
UBE2E3,1593,0.1539
SNHG10,1525,0.1539
PROCR,1547,0.1539
PJA1,1558,0.1538
HORMAD1,1415,0.1538
ZSWIM3,1543,0.1537
TMC4,1557,0.1537
BNC1,1154,0.1537
GTF3C6,1554,0.1537
STON2,1546,0.1536
MNX1-AS1,1077,0.1536
CGB7,968,0.1536
CAV3,1482,0.1536
ANK1,1520,0.1536
GDPD1,1536,0.1535
CHST2,1023,0.1535
HLX,1127,0.1535
TCN1,1409,0.1535
XRCC3,1537,0.1535
PDGFD,1411,0.1535
OLFM4,326,0.1534
CHCHD3,1597,0.1534
ARF4-AS1,1464,0.1534
PUM3,1600,0.1534
ELFN1-AS1,1032,0.1534
SUN2,1579,0.1534
ZBTB8A,1568,0.1534
HOXD3,1467,0.1534
ACE2,1275,0.1533
NPTX2,1139,0.1533
SEC23B,1595,0.1533
DSCAM,1518,0.1533
SPATA6,1579,0.1533
ELK4,1596,0.1533
SH3BGRL2,1557,0.1533
JAM2,1510,0.1533
CD36,1566,0.1533
ENOSF1,1596,0.1533
SLC25A5,1594,0.1533
TMEM50B,1580,0.1533
PLA2G2A,1367,0.1532
ERCC6L,1534,0.1532
WNT7A,1221,0.1532
FAM83H,1542,0.1531
SYT14,1535,0.1531
PPIP5K1,1563,0.1531
R3HCC1,1545,0.153
TOMM34,1571,0.153
BCL6B,409,0.1529
HCRTR1,1100,0.1529
PPP1R3E,1559,0.1529
TAC1,217,0.1528
NRXN1,1546,0.1528
EPHA5-AS1,1186,0.1528
UCK1,1528,0.1528
PKDCC,1435,0.1528
C1QTNF6,1550,0.1528
SRSF4,1600,0.1527
ZFP69B,1519,0.1527
MLXIPL,1521,0.1527
SLC22A18,1563,0.1527
SUMO2,1582,0.1527
SPOCK2,1487,0.1527
DDX3X,1599,0.1526
ATXN7L3B,1581,0.1526
PAPPA2,1532,0.1526
PLXNA4,1507,0.1526
TMEM97,1540,0.1526
MIAT,1510,0.1526
SLC39A4,1496,0.1525
ERLIN1,1573,0.1525
ZNF222,1510,0.1525
NMUR1,374,0.1525
TBC1D17,1556,0.1525
TMLHE-AS1,1498,0.1525
HLA-DQA1,601,0.1525
ING3,1582,0.1524
PSG8-AS1,1092,0.1523
MECR,1545,0.1523
SYPL1,1595,0.1523
NCKAP5L,1547,0.1522
VCAM1,1476,0.1522
IMPA1,1592,0.1522
LAD1,1483,0.1522
FOXJ2,1550,0.1522
TRMT61B,1565,0.1522
MAP3K20-AS1,1550,0.1521
IL20RA,1504,0.1521
FBXO41,1550,0.152
CST6,1150,0.152
RBM10,1593,0.152
EYS,1549,0.152
DHDH,1501,0.152
KLHL21,1565,0.152
LRRC8E,1513,0.152
ISM1,1490,0.1519
DMD,1566,0.1519
SHC1,1591,0.1519
FAM43A,1521,0.1519
SLCO1C1,1461,0.1519
NUDT5,1572,0.1518
SLC25A24,1585,0.1518
MME-AS1,1487,0.1518
NUDT14,1517,0.1518
FAM181B,102,0.1517
EPHX2,1518,0.1517
UBTD1,1559,0.1517
MIR646HG,1554,0.1517
PCSK4,1472,0.1517
LVRN,1562,0.1517
SLC6A20,1506,0.1516
PSMB1,1594,0.1516
ACBD7,1508,0.1516
DTX1,1169,0.1516
CPLX1,1475,0.1516
DAPL1,950,0.1516
QRICH2,1538,0.1515
TMEM25,1528,0.1515
MYO3A,1445,0.1515
LGR5,1544,0.1515
ZNF285,996,0.1515
RNF141,1567,0.1514
CLEC4E,510,0.1514
ZSCAN32,1547,0.1514
U2AF1,1541,0.1514
HSDL1,1564,0.1513
UPB1,1251,0.1513
FAM169A,1574,0.1513
TMUB1,1555,0.1513
B3GLCT,1556,0.1513
LTB4R2,1376,0.1512
HNRNPLL,1593,0.1512
IL3RA,1533,0.1512
DMC1,1476,0.1512
VPS36,1578,0.1511
PRSS48,1481,0.1511
SLC25A25-AS1,1511,0.1511
ASB9,1345,0.151
TSIX,1461,0.151
TRPM3,1544,0.151
DENND3,1582,0.151
CYP39A1,1466,0.151
CD7,990,0.151
ANO3,1484,0.151
STT3A,1589,0.151
FASTK,1549,0.1509
ST8SIA6,1519,0.1509
RNF26,1533,0.1509
PLEKHH2,1565,0.1509
FER1L6,1464,0.1509
EFR3A,1598,0.1509
FEZ2,1599,0.1508
TMEM71,1294,0.1508
MAP3K21,1584,0.1508
KRCC1,1574,0.1508
CD163L1,1576,0.1508
CATSPERE,1544,0.1508
ADD3-AS1,1481,0.1508
ZNF577,1538,0.1508
SURF4,1598,0.1508
PLCG1-AS1,1543,0.1508
FIRRE,1564,0.1507
CMTM7,1584,0.1507
HLA-DQB2,63,0.1507
SNAI2,1501,0.1507
ANXA10,1407,0.1506
LRFN2,1307,0.1506
MYT1L,1454,0.1506
BCAM,1553,0.1506
TCTA,1539,0.1506
PCIF1,1541,0.1506
GMPPB,1535,0.1505
ATP1B2,928,0.1505
ZC3H8,1578,0.1505
AHCYL1,1596,0.1505
CD96,1518,0.1505
NDNF,1427,0.1505
EPB41L4A-AS1,1569,0.1505
PTOV1-AS2,1384,0.1505
PEAR1,1475,0.1505
TNNI2,446,0.1504
NIFK-AS1,1558,0.1504
KATNAL2,1526,0.1504
HYAL3,1484,0.1504
PTCSC3,1075,0.1504
ZNF727,1287,0.1504
GPR161,1547,0.1504
COX5A,1593,0.1504
NCSTN,1573,0.1503
AXDND1,1494,0.1503
RAB3A,1525,0.1503
ZNF34,1521,0.1503
TNS2,1549,0.1503
RASEF,1584,0.1503
SLC22A12,55,0.1502
ZNF511,1568,0.1502
CBX8,1541,0.1502
SPEN,1600,0.1502
TSPAN1,1503,0.1501
SLC16A7,1551,0.1501
IGHV3-43,68,0.1501
KRT19,1599,0.1501
SSPN,1526,0.1501
TLL2,1540,0.1501
CLDN14,1511,0.15
DYNC1I2,1598,0.15
CD101,1419,0.15
GNG12-AS1,1581,0.15
DXO,1526,0.15
XYLT1,1586,0.15
EFNA4,1520,0.1499
ZNF628,1503,0.1499
ZNF585A,1545,0.1499
POU3F1,944,0.1499
LACTB2,1536,0.1499
PCYT2,1515,0.1499
RMI2,1542,0.1499
HBQ1,334,0.1499
TRPM8,1343,0.1498
XCR1,701,0.1498
PITRM1-AS1,1552,0.1498
ZNF529,1564,0.1498
GALNT7,1596,0.1498
TFF2,1367,0.1498
FAHD1,1545,0.1498
FLT1,1500,0.1497
ITGA9-AS1,1559,0.1497
LRRK2,1421,0.1497
GPX2,1517,0.1496
CPLX4,1308,0.1496
PHF21B,1550,0.1496
ZNF823,1550,0.1495
CTXN1,1471,0.1495
GSPT2,1485,0.1495
ARHGAP31-AS1,1308,0.1495
ZAN,1408,0.1495
OSCAR,1491,0.1494
RBM8A,1587,0.1494
SPON1,1544,0.1494
OGG1,1562,0.1494
FMNL1,1551,0.1494
FZD3,1571,0.1494
ING4,1575,0.1494
PTK7,1573,0.1494
TCTN3,1569,0.1493
ADAMTSL3,1508,0.1493
SH2B1,1564,0.1493
NRN1,1558,0.1493
GABRG3,1476,0.1493
SEMA4G,1520,0.1492
TCEAL8,1570,0.1492
SLC25A6,1597,0.1492
FCF1,1579,0.1491
ARL6,1565,0.149
CLSTN2,1541,0.149
ZSCAN16-AS1,1553,0.149
DLX1,1428,0.149
KLK10,1549,0.149
TCF7,1561,0.1489
FBRS,1588,0.1489
SERPING1,1304,0.1489
ADAMTS18,1476,0.1489
IPO8,1594,0.1489
TNFSF15,1428,0.1489
COL24A1,1499,0.1489
F8A1,918,0.1488
NWD1,1500,0.1488
CYP19A1,1451,0.1488
ZNF441,1549,0.1488
IGDCC3,1342,0.1488
CCR1,907,0.1487
EMX2,800,0.1487
PDGFRA,1474,0.1487
SEC13,1593,0.1487
BEX3,1573,0.1487
COL4A4,1554,0.1486
MRPL33,1577,0.1486
KLHDC4,1578,0.1486
PRKCI,1599,0.1486
GTF2A1,1584,0.1486
PRSS8,1453,0.1486
CCNK,1600,0.1486
TMEM163,1558,0.1486
DNAI2,1137,0.1486
LRAT,1555,0.1485
CCNC,1592,0.1485
PLXNA2,1569,0.1485
AMOT,1535,0.1485
ZNF629,1542,0.1485
FPR1,1233,0.1484
CCDC71,1505,0.1484
TMC3-AS1,1509,0.1484
CYB561D1,1535,0.1484
INPP5F,1586,0.1484
AP3S1,1597,0.1483
TRIML2,1482,0.1483
TBCC,1525,0.1483
ST6GALNAC1,1194,0.1483
EMC7,1584,0.1483
LCT,1426,0.1483
SLC25A40,1582,0.1483
OPN3,1563,0.1482
FOLR1,771,0.1482
CALN1,1544,0.1482
PAH,1287,0.1482
PPP6R1,1591,0.1481
ESR1,1506,0.1481
FZD9,529,0.1481
TMEM181,1599,0.1481
OXT,109,0.1481
BAZ1A,1599,0.1481
KMT5A,1556,0.1481
AMER1,1513,0.148
SLC6A5,344,0.148
LANCL1-AS1,1523,0.1479
IQCH,1564,0.1479
GNRH1,1535,0.1479
PMF1,1578,0.1479
RECK,1554,0.1479
CTSO,1524,0.1479
HES2,1337,0.1479
PLCG2,1563,0.1479
COQ10B,1591,0.1478
TEX30,1543,0.1478
ADGRG7,1508,0.1478
NRGN,1416,0.1478
NRM,1510,0.1478
RRP7A,1571,0.1478
PRKAA2,1596,0.1477
YIPF6,1597,0.1477
FIS1,1566,0.1477
CELF2,1587,0.1477
PLA2G4F,848,0.1476
ASS1,1579,0.1476
EHD3,1467,0.1476
ZNF260,1563,0.1476
MAP3K20,1599,0.1476
UBE2M,1584,0.1476
BUB1,1573,0.1475
ARMCX1,1380,0.1475
LRRCC1,1558,0.1475
SLC24A3,1539,0.1475
ADORA2A,1520,0.1475
DAZL,1099,0.1475
HGS,1583,0.1474
CCR7,540,0.1474
FAM161A,1545,0.1474
ANO2,1440,0.1474
MAPRE1,1577,0.1474
HCFC1R1,1556,0.1474
ZNF117,1573,0.1474
SPINK13,1426,0.1473
FGF5,1512,0.1473
VGLL3,1554,0.1472
RGS9,1544,0.1472
CEBPA,1254,0.1472
SPTBN2,1553,0.1472
SSTR1,438,0.1472
ASB6,1527,0.1472
EDA,1555,0.1471
TMEM191B,288,0.1471
SULT1C2,1391,0.1471
PSKH1,1547,0.1471
NXPE3,1549,0.1471
POLR2H,1568,0.1471
CUZD1,1444,0.147
IL18,1550,0.147
TRMT2B,1576,0.147
TUBA4A,1538,0.1469
FLRT2,1549,0.1469
QRSL1,1567,0.1469
CIITA,1411,0.1468
MORF4L2-AS1,1408,0.1468
ADAMTS14,1512,0.1468
COL23A1,1520,0.1468
PPP2R1B,1585,0.1468
TTC39A,1527,0.1468
FAM149A,1477,0.1468
SAMD1,1555,0.1468
MOCS1,1373,0.1468
ADD1,1598,0.1467
COL19A1,1561,0.1467
ACTR1A,1555,0.1467
QDPR,1556,0.1467
STAC2,1361,0.1466
CLHC1,1572,0.1466
PPFIA2-AS1,975,0.1466
SAMD10,1413,0.1466
ASB13,1520,0.1466
CHRM3,1588,0.1466
CCDC85A,1468,0.1466
DRAXIN,1304,0.1465
MROH6,1510,0.1465
FBXW10,1305,0.1465
EIF3L,1598,0.1465
REG4,1186,0.1465
PIGT,1580,0.1465
SNRPE,1567,0.1464
FBN3,1331,0.1464
SLC10A1,1460,0.1464
BTBD1,1594,0.1464
MST1R,1497,0.1464
DDX42,1595,0.1463
CAMK4,1552,0.1463
CGRRF1,1544,0.1463
L3MBTL4,1574,0.1463
FUT9,1441,0.1463
INHBB,1490,0.1463
POMK,1568,0.1463
ESR2,1548,0.1462
GPR142,25,0.1462
FAM185A,1550,0.1462
ALDH3B2,1224,0.1462
ZNF730,1461,0.1462
APOA4,49,0.1462
GLRA1,1438,0.1461
ACSM3,1534,0.1461
DPY19L2,1495,0.1461
GUCY2D,702,0.1461
DGKA,1552,0.1461
METTL6,1572,0.1461
CPEB1,1492,0.1461
SEMA6B,1533,0.1461
PRSS16,1352,0.1461
UPF3B,1594,0.146
COX4I1,1599,0.146
SGCD,1489,0.146
BAG2,1566,0.146
PRR9,148,0.146
TICAM2,1575,0.146
ADGRG1,1577,0.1459
LLGL2,1597,0.1459
IMPA2,1541,0.1459
PRUNE2,1546,0.1459
TCF4-AS2,156,0.1459
GNB1,1600,0.1459
DOCK2,1478,0.1458
CPVL,1495,0.1458
CDHR2,1495,0.1458
PPP1R12A-AS1,1488,0.1458
ELANE,935,0.1458
ZNF135,1103,0.1458
GSDMD,1490,0.1458
ZNF566,1565,0.1458
ARHGEF26,1556,0.1457
ZNF860,1448,0.1457
COLEC10,1493,0.1457
GPRC5D,1497,0.1457
ZNF549,1542,0.1457
ASB14,1501,0.1457
ZNF142,1562,0.1457
BBS2,1576,0.1457
HASPIN,1511,0.1457
IL2RB,1149,0.1456
POSTN,1518,0.1456
ZNF433,1549,0.1456
BAG1,1572,0.1455
TYW5,1578,0.1454
CYP2B6,812,0.1454
CCDC34,1567,0.1454
VASH1,1447,0.1453
STAG2,1600,0.1453
VSNL1,1523,0.1453
F11R,1590,0.1453
FAM171B,1577,0.1453
GDPD4,1410,0.1452
GFOD2,1583,0.1452
ACTL6B,1036,0.1452
TBC1D3B,509,0.1452
KLHL25,1547,0.1452
PIGZ,1539,0.1451
GPBAR1,1114,0.1451
NIN,1594,0.1451
ZCCHC14,1585,0.1451
ZDHHC7,1588,0.1451
ACOT12,1485,0.1451
PHF7,1542,0.1451
SAA1,1484,0.145
EVI2A,1435,0.145
ROS1,1363,0.145
COX6C,1590,0.145
ESRRG,1550,0.145
NFE2,925,0.145
DPH3,1543,0.145
POGLUT1,1544,0.1449
TNFRSF19,1587,0.1449
GNPAT,1585,0.1449
PLEKHH1,1572,0.1449
DIDO1,1595,0.1449
FXYD2,1372,0.1449
TMEM126B,1558,0.1448
ILDR2,1323,0.1448
P4HTM,1535,0.1448
PHF23,1543,0.1447
ZNF114,1459,0.1447
PNKD,1563,0.1447
CXXC4-AS1,1383,0.1446
GEMIN8,1562,0.1446
SLC8A2,1484,0.1446
ZNF250,1547,0.1446
IFI27,1586,0.1445
ZNF555,1535,0.1445
CASC11,1478,0.1444
SMS,1597,0.1444
POLR3H,1530,0.1443
GAL3ST2,1484,0.1443
UQCRC2,1596,0.1443
ARMCX4,1540,0.1443
HACD1,1553,0.1443
HOGA1,1391,0.1443
TNFRSF8,1346,0.1443
ZNF302,1556,0.1442
FALEC,1477,0.1442
FBF1,1544,0.1442
ZNF583,1520,0.1441
MRPL10,1544,0.1441
CACNG3,1222,0.144
TLL1,1367,0.144
AGGF1,1572,0.144
LYPD3,1421,0.144
SLX4,1557,0.1439
RHOU,1516,0.1439
GAS2L1,1540,0.1439
CUX2,1488,0.1439
SERPINB4,1046,0.1439
EBI3,1484,0.1439
RTL3,79,0.1438
DTWD2,1552,0.1438
KBTBD4,1540,0.1438
RNF175,1351,0.1438
GALNT17,1529,0.1437
PTGIS,1421,0.1437
MIXL1,390,0.1437
RPGR,1589,0.1437
SNX12,1556,0.1437
MLH3,1583,0.1436
GLTPD2,228,0.1436
AK1,1533,0.1436
CLEC2B,1575,0.1436
GNG8,364,0.1436
DYSF,1545,0.1436
RBKS,1544,0.1436
SNHG27,772,0.1435
MS4A8,298,0.1435
FXYD3,1476,0.1435
FGF9,1442,0.1435
CTNNA1,1600,0.1434
HNF1A,1278,0.1434
CRELD1,1558,0.1434
KRTAP5-11,258,0.1434
SUV39H1,1518,0.1433
NUS1,1596,0.1433
SCN9A,1547,0.1433
PCSK7,1568,0.1433
COPZ2,1466,0.1433
DRICH1,1420,0.1432
DONSON,1578,0.1432
TMEM14A,1547,0.1431
SLC8B1,1581,0.1431
JOSD1,1583,0.1431
MUC17,1517,0.1431
NIPAL2,1541,0.1431
PROSER1,1557,0.1431
TYMSOS,1528,0.1431
KLK2,467,0.1431
TSSC4,1529,0.143
ZNF324B,1478,0.143
SPEF2,1551,0.1429
CNTRL,1587,0.1429
AP4B1,1538,0.1429
RIPOR3,1505,0.1429
RCBTB1,1547,0.1429
CDC16,1598,0.1429
CFLAR-AS1,1523,0.1428
BECN1,1581,0.1428
DNAJB14,1598,0.1428
GFOD1,1546,0.1427
ZBED5-AS1,1513,0.1427
NDUFAF5,1567,0.1427
MYRFL,1552,0.1427
APOD,1372,0.1427
BEND6,1512,0.1426
CBLC,1481,0.1426
EYA4,1571,0.1426
TMEM9B-AS1,1557,0.1426
MYOM3,1397,0.1426
FHL1,1554,0.1425
RHCG,1457,0.1425
UBTF,1582,0.1425
DACT2,464,0.1425
DNER,1592,0.1425
FBXO8,1549,0.1425
SALL1,1278,0.1424
CCDC88B,1439,0.1424
ANKRD55,1412,0.1424
SEMA6A-AS1,1526,0.1424
NTNG1,1520,0.1424
FAIM2,600,0.1424
HOXB-AS3,1537,0.1424
MTIF3,1579,0.1423
IQCE,1567,0.1423
MC1R,1523,0.1423
FBXO6,1486,0.1423
CYP11A1,1166,0.1423
SMYD2,1569,0.1423
ADCY7,1569,0.1423
APOH,1382,0.1423
RORB,1418,0.1422
ZNF471,1445,0.1422
FGG,1353,0.1422
IL31RA,1468,0.1422
EHHADH,1550,0.1422
EN1,734,0.1421
TAGLN,1538,0.1421
PORCN,1558,0.142
TAF1A,1561,0.142
MTA2,1560,0.142
VEZF1,1591,0.142
TFE3,1576,0.142
SH3BGRL3,1589,0.142
SULF1,1551,0.142
FCRL5,215,0.142
DCHS1,1357,0.142
SMIM31,1470,0.142
RFPL1,115,0.1419
GSTO2,1558,0.1419
SEMA4C,1552,0.1419
PSMG1,1543,0.1419
ADGRF1,1550,0.1419
ZNF337-AS1,1574,0.1418
NLN,1587,0.1418
RSPH9,1503,0.1418
TAPBPL,1516,0.1418
DPYD-AS1,1502,0.1418
CLCNKA,611,0.1418
TH,437,0.1418
GPR137C,1532,0.1418
SLC19A1,1536,0.1418
CYP1A2,175,0.1418
RNF123,1550,0.1418
LRRC20,1520,0.1417
FAM230C,1498,0.1417
MAGI1-AS1,1450,0.1417
ZNF439,1499,0.1417
PLA2G12A,1567,0.1417
HSD3B7,1479,0.1416
TIE1,1000,0.1416
CUEDC1,1580,0.1415
EDN2,1260,0.1415
ZNF43,1520,0.1415
NCR2,112,0.1415
NKAIN3,1541,0.1414
CREG2,1522,0.1414
DRC3,1525,0.1414
RAB3D,1549,0.1414
ST6GALNAC6,1549,0.1414
HS6ST3,1558,0.1413
ASIC3,1426,0.1413
HGF,1526,0.1413
PPFIA3,1548,0.1412
AK9,1556,0.1412
KCNMB3,1534,0.1412
EPHA7,1431,0.1412
IRF4,1329,0.1412
ZNF543,1544,0.1412
SMIM10L2A,803,0.1411
IL36B,1182,0.1411
BRMS1,1538,0.1411
MAEA,1569,0.1411
FBXO4,1541,0.1411
CTHRC1,1504,0.1411
MYL3,1089,0.141
IGSF8,1542,0.141
KCNJ2,1237,0.141
SLC9B1,1541,0.141
TTLL9,1495,0.141
CD69,783,0.141
ZNF792,1475,0.141
COL26A1,1503,0.141
MEGF10,1237,0.141
RNLS,1524,0.1409
F8,1526,0.1409
ZNF626,1438,0.1409
SLCO6A1,1430,0.1408
UBXN10,991,0.1408
MIR99AHG,1593,0.1408
TRPC4,1542,0.1408
MFSD4B,1581,0.1408
GRM1,1391,0.1408
GREM2,1556,0.1408
ZNF726,1432,0.1408
STAC,1548,0.1408
KCNK5,1483,0.1408
ADM2,1444,0.1407
A2ML1,1311,0.1407
ZNF492,778,0.1407
DOLK,1486,0.1407
SLC35E2B,1566,0.1407
MSH4,1526,0.1407
ZNF407,1595,0.1407
ALG3,1547,0.1407
CYB561A3,1538,0.1406
DKK4,403,0.1406
DMBT1,1170,0.1406
FAM13C,1411,0.1406
CPT1C,1492,0.1406
ELK1,1567,0.1406
PRRX2,1472,0.1406
CAMK2A,1231,0.1405
PPARGC1A,1551,0.1405
SLC1A7,727,0.1405
DAGLA,1511,0.1405
HCG22,292,0.1405
CLRN3,1309,0.1405
PIGR,1444,0.1404
PHF8,1591,0.1404
NTM,1554,0.1404
SLC25A27,1554,0.1404
MALRD1,1537,0.1404
MEX3B,1510,0.1403
B9D1,1557,0.1403
CALCA,1492,0.1403
TAF5,1549,0.1403
TRPV2,1453,0.1402
IFNB1,448,0.1402
CCNA1,813,0.1402
CRYGS,1521,0.1402
HLA-B,1600,0.1402
PDZD4,1462,0.1402
CCDC170,1481,0.1402
CAB39L,1589,0.1402
ZFY,1505,0.1401
RAB38,1482,0.1401
VAC14-AS1,1310,0.1401
POLE4,1540,0.14
PHKG1,1546,0.14
OTOG,610,0.14
FLI1,1523,0.14
CEBPD,1561,0.14
SNHG12,1563,0.14
BEX5,1152,0.14
NOS2,875,0.14
SALL2,1085,0.14
RGL3,1585,0.1399
ST6GALNAC4,1521,0.1399
ATF4,1600,0.1399
SPAST,1591,0.1399
KLHL3,1529,0.1398
AATK,1531,0.1398
NGFR,1525,0.1398
TMEM243,1571,0.1398
BCL11A,1553,0.1398
ACKR3,1329,0.1398
POF1B,1589,0.1398
DNAJC11,1584,0.1398
LDAH,1583,0.1397
CCDC66,1590,0.1397
PRSS33,278,0.1397
ZNF746,1567,0.1397
CFH,1548,0.1397
ZMAT2,1597,0.1397
KCTD15,1528,0.1397
IGDCC4,1446,0.1397
CGB2,182,0.1397
SIAH1,1584,0.1396
CYP4F22,1068,0.1396
PACERR,855,0.1395
PDGFRB,1490,0.1395
ADGRD1,1563,0.1395
SNHG1,1573,0.1395
NEXMIF,1483,0.1395
MLC1,689,0.1395
RABIF,1543,0.1395
DMKN,1523,0.1395
IGSF1,1563,0.1394
NBL1,1592,0.1394
SIDT1,1521,0.1394
AAGAB,1579,0.1394
PRSS2,646,0.1394
CLDN7,1587,0.1394
PISD,1583,0.1393
PCDH1,1561,0.1393
ZFYVE27,1575,0.1393
FGL2,953,0.1393
HEATR3,1546,0.1393
PRTFDC1,1536,0.1393
TSTD2,1565,0.1393
UBL4A,1537,0.1392
TM4SF19-AS1,1482,0.1392
XKR9,1540,0.1392
SIGIRR,1528,0.1391
SLC9A3,1523,0.1391
CXCL13,1514,0.1391
GPR156,1542,0.1391
FNDC4,1237,0.1391
TMEM202-AS1,1528,0.1391
DERA,1587,0.1391
MOB3A,1584,0.139
DSEL,1498,0.139
IDH2,1570,0.1389
HCCS,1547,0.1389
ELFN1,1507,0.1388
BCHE,1530,0.1388
CYB5R4,1584,0.1388
GLOD4,1576,0.1388
PELI3,1469,0.1388
TICAM1,1583,0.1387
YWHAQ,1600,0.1387
TMEM242,1565,0.1387
KIF7,1544,0.1387
BHMT2,1234,0.1386
CARD14,1482,0.1386
KLHDC1,1522,0.1386
FCGR2A,1183,0.1386
VANGL2,1165,0.1386
RANBP3L,1374,0.1386
CWC25,1583,0.1386
ADAMTS4,1415,0.1385
HMGN5,1564,0.1385
TIGD7,1529,0.1384
SYDE1,1538,0.1384
CPA5,653,0.1384
KCNAB3,1483,0.1384
RAET1E,1189,0.1384
CCL14,233,0.1384
TBX18,1510,0.1384
TMC5,1581,0.1383
DPY19L1,1600,0.1383
SRD5A3,1555,0.1383
NUDT17,1448,0.1383
FNDC5,1267,0.1383
FSTL5,1557,0.1383
RILPL2,1550,0.1383
GFRA1,1348,0.1382
XPO5,1577,0.1382
TMEM132D,1523,0.1382
TMEM248,1596,0.1382
TBXAS1,1539,0.1382
FHAD1,1549,0.1382
SHH,1303,0.1382
LKAAEAR1,262,0.1381
HACD4,1318,0.1381
IKZF3,1494,0.1381
STYXL1,1585,0.1381
RAB19,1343,0.1381
EPHB3,1520,0.138
PCDH10,1467,0.138
SLC27A5,1527,0.138
LRFN5,1519,0.138
ATG9B,1469,0.138
ARL4A,1581,0.138
ZNF878,1182,0.138
KRT79,827,0.138
ZNF85,1481,0.1379
TTPAL,1545,0.1379
PAPPA-AS1,1398,0.1379
CDC23,1565,0.1379
SEMA5A-AS1,454,0.1379
CMTM1,1548,0.1379
CA8,1578,0.1379
ZNF879,1245,0.1379
CNTN6,1431,0.1378
PDCD2L,1546,0.1378
SNAI1,1521,0.1378
NXPH4,1534,0.1378
SYNDIG1,1443,0.1378
ALDH7A1,1589,0.1377
HLA-DQA2,61,0.1377
KRTAP4-1,244,0.1377
ABHD8,1541,0.1377
PTCRA,870,0.1377
NSA2,1587,0.1377
